0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,datetime,Duration,PassedTime,Step,TimeConclusion
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-15 12:21:47+01:00,0.0003,0.0003,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-16 20:47:26+01:00,818.6788,0.0,1,0.0018
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-14 13:07:29+01:00,0.0018,0.0018,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-22 09:09:31+01:00,0.0,0.0,1,771.1448
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-22 09:25:22+01:00,0.011,771.1338,2,771.1338
1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 12:38:06+01:00,771.1338,771.1448,3,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009-12-22 10:56:03+01:00,771.0721,0.0,1,0.0004
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 12:40:25+01:00,0.0004,0.0004,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-05 16:42:20+01:00,0.0,0.0,1,804.9803
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-20 16:14:00+01:00,804.9803,804.9803,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-14 10:34:54+01:00,747.9926,-0.0,1,0.0005
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 10:24:59+01:00,0.0005,0.0005,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-14 15:02:21+01:00,0.0,-0.0,1,754.7168
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-15 15:10:22+01:00,616.9609,0.0022,2,137.7559
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-08 08:11:21+01:00,137.7537,137.7559,3,0.0022
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-08 08:14:29+01:00,0.0022,754.7168,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 16:42:26+01:00,810.9555,-0.0,1,0.0005
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-11 16:39:02+02:00,0.0005,0.0005,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-25 07:44:36+01:00,795.1838,0.0,1,0.0104
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 13:24:18+02:00,0.0104,0.0104,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-25 09:19:08+01:00,793.181,0.0,1,0.0
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-28 14:39:49+02:00,0.0,0.0,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-27 13:58:09+01:00,0.0,0.0,1,762.932
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-29 12:20:13+01:00,762.932,762.932,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 15:50:20+01:00,798.9925,0.0,1,0.0004
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-11 16:40:09+02:00,0.0004,0.0004,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-03 09:34:32+01:00,0.0,-0.0,1,699.1518
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-03 09:45:18+01:00,0.0075,13.6165,2,699.1443
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-03 10:40:51+01:00,685.5278,699.1443,3,13.6165
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-03 13:13:02+01:00,13.6165,699.1518,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-05 10:00:12+01:00,748.1907,-0.0,1,0.0015
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-23 14:37:00+01:00,0.0015,0.0015,2,-0.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-12 14:00:54+01:00,0.0,0.0,1,782.0283
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-12 14:01:08+01:00,0.0002,522.9379,2,782.0281
2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-28 19:15:39+02:00,258.1767,523.8514,3,523.8514
2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-10-29 17:11:03+02:00,0.9135,782.0281,4,522.9379
2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-04-04 15:41:41+02:00,522.9379,782.0283,5,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 07:41:51+01:00,681.3083,0.0,1,32.8917
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-30 12:29:51+01:00,32.8917,32.8917,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 09:33:11+01:00,15.1849,0.0,1,687.7895
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 14:01:04+01:00,0.0011,56.8754,2,687.7884
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 14:07:11+01:00,630.913,687.7884,3,56.8754
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-19 08:56:20+01:00,56.8754,687.7895,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 11:03:41+01:00,702.9003,-0.0,1,0.0002
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-20 08:40:20+01:00,0.0002,0.0002,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 11:04:37+01:00,714.9663,-0.0,1,0.0006
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 10:16:53+01:00,0.0006,0.0006,2,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 13:10:59+01:00,0.0016,-0.0,1,694.8233
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:44:01+01:00,7.0213,52.0264,2,687.802
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 13:46:47+01:00,635.7756,687.802,3,52.0264
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-19 08:59:01+01:00,52.0264,694.8233,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 13:39:44+01:00,0.0,-0.0,1,691.8488
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 13:45:58+01:00,0.0043,0.0002,2,691.8445
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 18:04:51+01:00,691.8443,691.8445,3,0.0002
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-19 10:02:07+01:00,0.0002,691.8488,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-01 06:54:12+01:00,0.0,0.0,1,700.2334
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-01 07:04:33+01:00,0.0072,32.8535,2,700.2262
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-01 11:53:51+01:00,667.3727,700.2262,3,32.8535
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-30 12:30:21+01:00,32.8535,700.2334,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 11:41:18+01:00,200.8611,0.0,1,500.3483
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-01 16:42:48+01:00,500.3483,500.3483,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-03 19:25:03+01:00,0.0,0.0,1,684.5242
1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 15:44:02+01:00,7.8465,0.0003,2,676.6777
1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-16 11:54:31+02:00,676.6774,676.6777,3,0.0003
1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-17 07:59:59+01:00,0.0003,684.5242,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-08 09:17:56+01:00,0.0011,0.0,1,753.0274
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 10:59:03+02:00,753.0274,753.0274,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-09 11:28:51+01:00,628.8696,0.0,1,123.0696
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 11:01:23+02:00,123.0696,123.0696,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 10:02:02+01:00,0.0,0.0,1,735.184
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-15 14:27:03+01:00,735.184,735.184,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 14:06:34+01:00,0.0025,-0.0,1,679.7603
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 14:12:19+01:00,0.0015,0.0002,2,679.7588
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 14:12:35+01:00,0.0002,679.7585,3,679.7586
1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 14:12:46+01:00,0.0001,679.7586,4,679.7585
1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 14:13:02+01:00,679.7583,679.7588,5,0.0002
1,2,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-20 08:24:59+01:00,0.0002,679.7603,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-12 15:55:50+01:00,0.0,-0.0,1,726.7702
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-08-25 11:04:56+02:00,165.7563,0.0014,2,561.0139
1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-03 07:49:00+02:00,561.0125,561.0139,3,0.0014
1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-08 10:24:51+01:00,0.0014,726.7702,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-15 14:40:16+01:00,450.8312,0.0,1,257.1809
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-02-21 14:57:48+01:00,257.1809,257.1809,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-16 08:44:27+01:00,90.9989,0.0,1,654.1073
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-30 12:17:27+02:00,654.1073,654.1073,2,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-18 11:44:05+01:00,732.1038,0.0,1,0.0017
