,CaseID
735,10171556/2020
736,10171726/2020
737,10173249/2020
738,10173591/2020
739,10174075/2020
740,10174466/2020
741,10175268/2020
742,10184887/2020
743,10185484/2020
744,10187126/2020
745,10187495/2020
746,10187649/2020
747,10187860/2020
748,10192251/2020
749,10193266/2020
750,10193878/2020
751,10196478/2020
752,10201056/2020
753,10246084/2020
754,10249512/2020
755,10251215/2020
756,10251428/2020
757,10261709/2020
758,10265976/2020
759,10332673/2020
760,10333955/2020
761,10334978/2020
762,10343810/2020
763,10343918/2020
764,10344388/2020
765,10351708/2020
766,10356297/2020
767,10369879/2020
768,10379270/2020
769,10379467/2020
770,10384835/2020
771,10388466/2020
772,10393281/2020
773,10398607/2020
774,10402191/2020
775,10404780/2020
776,10405131/2020
777,10405247/2020
778,10405301/2020
779,10419825/2020
780,10426600/2020
781,10432040/2020
782,10441103/2020
783,10443424/2020
784,10457522/2020
785,10458081/2020
786,10462372/2020
787,10463816/2020
788,10478899/2020
789,10496072/2020
790,10497508/2020
791,10497990/2020
792,10498873/2020
793,10504407/2020
794,10513074/2020
795,10515425/2020
796,10516014/2020
797,10516189/2020
798,10516294/2020
799,10521522/2020
800,10529647/2020
801,10530815/2020
802,10530858/2020
803,10549710/2020
804,10551448/2020
805,10551499/2020
806,10553165/2020
807,10553580/2020
808,10558752/2020
809,10558892/2020
810,10559260/2020
811,10559694/2020
812,10563934/2020
813,10586160/2020
814,10589496/2020
815,10599777/2020
816,10604711/2020
817,10608229/2020
818,10608377/2020
819,10608849/2020
820,10615225/2020
821,10627860/2020
822,10628971/2020
823,10630186/2020
824,10631697/2020
825,10631727/2020
826,10631735/2020
827,10631808/2020
828,10633037/2020
829,10633843/2020
830,10633878/2020
831,10634548/2020
832,10634556/2020
833,10635102/2020
834,10635153/2020
835,10638136/2020
836,10638837/2020
837,10639876/2020
838,10640602/2020
839,10644276/2020
840,10646082/2020
841,10665907/2020
842,10667420/2020
843,32750/2021
844,39290/2021
845,45630/2021
846,46017/2021
847,87805/2021
848,104963/2021
849,105668/2021
850,109809/2021
851,111579/2021
852,112605/2021
853,133785/2021
854,136261/2021
855,144507/2021
856,160170/2021
857,172985/2021
858,173698/2021
859,181674/2021
860,184851/2021
861,187591/2021
862,188148/2021
863,195667/2021
864,197090/2021
865,204950/2021
866,227399/2021
867,231760/2021
868,243025/2021
869,243726/2021
870,244145/2021
871,249856/2021
872,251982/2021
873,253691/2021
874,274966/2021
875,287200/2021
876,287227/2021
877,321905/2021
878,331528/2021
879,336635/2021
880,341930/2021
881,342511/2021
882,342732/2021
883,342740/2021
884,350239/2021
885,351448/2021
886,351855/2021
887,352304/2021
888,352347/2021
889,352517/2021
890,352754/2021
891,356938/2021
892,357926/2021
893,358450/2021
894,360994/2021
895,378575/2021
896,386160/2021
897,417228/2021
898,417600/2021
899,418690/2021
900,423937/2021
901,424631/2021
902,425336/2021
903,432405/2021
904,450586/2021
905,466954/2021
906,467985/2021
907,487137/2021
908,529832/2021
909,537673/2021
910,537681/2021
911,550351/2021
912,553040/2021
913,564492/2021
914,582547/2021
915,597307/2021
916,597625/2021
917,598036/2021
918,599385/2021
919,599890/2021
920,599903/2021
921,616158/2021
922,620759/2021
923,621356/2021
924,621798/2021
925,622115/2021
926,641136/2021
927,644038/2021
928,657997/2021
929,660491/2021
930,660840/2021
931,662508/2021
932,683386/2021
933,685044/2021
934,704472/2021
935,715652/2021
936,724619/2021
937,732042/2021
938,735297/2021
939,737761/2021
940,741602/2021
941,755336/2021
942,755697/2021
943,755891/2021
944,755948/2021
945,756030/2021
946,756065/2021
947,770998/2021
948,774004/2021
949,777607/2021
950,779260/2021
951,799260/2021
952,824591/2021
953,824630/2021
954,824869/2021
955,853133/2021
956,897807/2021
957,933935/2021
958,934591/2021
959,946042/2021
960,947561/2021
961,949297/2021
962,950007/2021
963,957559/2021
964,959462/2021
965,964997/2021
966,968178/2021
967,968470/2021
968,990483/2021
969,1006345/2021
970,1006841/2021
971,1011322/2021
972,1014488/2021
973,1014526/2021
974,1018971/2021
975,1034314/2021
976,1036031/2021
977,1036554/2021
978,1037976/2021
979,1045243/2021
980,1050182/2021
981,1052630/2021
982,1055508/2021
983,1058205/2021
984,1062709/2021
985,1063900/2021
986,1066038/2021
987,1066151/2021
988,1067638/2021
989,1078060/2021
990,1103693/2021
991,1104126/2021
992,1106374/2021
993,1106633/2021
994,1107885/2021
995,1119050/2021
996,1144829/2021
997,1151876/2021
998,1154891/2021
999,1178650/2021
1000,1179363/2021
1001,1205151/2021
1002,1220045/2021
1003,1223451/2021
1004,1227910/2021
1005,1233732/2021
1006,1235271/2021
1007,1246583/2021
1008,1246613/2021
1009,1251811/2021
1010,1265707/2021
1011,1269435/2021
1012,1277667/2021
1013,1304672/2021
1014,1311245/2021
1015,1318860/2021
1016,1323502/2021
1017,1324150/2021
1018,1327842/2021
1019,1329535/2021
1020,1329772/2021
1021,1339921/2021
1022,1343201/2021
1023,1346588/2021
1024,1354220/2021
1025,1362532/2021
1026,1373097/2021
1027,1385230/2021
1028,1389767/2021
1029,1391575/2021
1030,1395368/2021
1031,1419089/2021
1032,1422462/2021
1033,1422551/2021
1034,1455395/2021
1035,1466281/2021
1036,1477941/2021
1037,1482384/2021
1038,1487360/2021
1039,1509606/2021
1040,1526675/2021
1041,1546714/2021
1042,1559840/2021
1043,1582001/2021
1044,1592244/2021
1045,1593305/2021
1046,1599176/2021
1047,1623077/2021
1048,1623310/2021
1049,1623425/2021
1050,1629636/2021
1051,1630839/2021
1052,1636047/2021
1053,1638260/2021
1054,1667473/2021
1055,1680577/2021
1056,1680895/2021
1057,1690939/2021
1058,1692290/2021
1059,1694730/2021
1060,1697437/2021
1061,1724868/2021
1062,1734545/2021
1063,1758100/2021
1064,1795943/2021
1065,1796958/2021
1066,1802745/2021
1067,1808611/2021
1068,1835694/2021
1069,1835767/2021
1070,1837492/2021
1071,1844359/2021
1072,1857035/2021
1073,1857280/2021
1074,1870023/2021
1075,1890040/2021
1076,1897207/2021
1077,1898246/2021
1078,1900615/2021
1079,1901859/2021
1080,1926878/2021
1081,1930433/2021
1082,1933491/2021
1083,1941494/2021
1084,1944078/2021
1085,1950124/2021
1086,1955860/2021
1087,1956211/2021
1088,2004370/2021
1089,2007027/2021
1090,2088485/2021
1091,2094426/2021
1092,2095473/2021
1093,2095686/2021
1094,2103018/2021
1095,2121962/2021
1096,2126441/2021
1097,2127316/2021
1098,2128304/2021
1099,2132484/2021
1100,2148704/2021
1101,2156723/2021
1102,2163428/2021
1103,2164033/2021
1104,2166591/2021
1105,2170459/2021
1106,2174535/2021
1107,2174683/2021
1108,2178573/2021
1109,2179006/2021
1110,2180217/2021
1111,2180268/2021
1112,2193777/2021
1113,2197470/2021
1114,2204191/2021
1115,2221681/2021
1116,2226420/2021
1117,2243413/2021
1118,2259751/2021
1119,2268130/2021
1120,2283059/2021
1121,2288255/2021
1122,2301960/2021
1123,2315082/2021
1124,2322038/2021
1125,2334532/2021
1126,2354576/2021
1127,2354908/2021
1128,2355459/2021
1129,2356323/2021
1130,2360630/2021
1131,2361076/2021
1132,2362366/2021
1133,2365330/2021
1134,2376448/2021
1135,2377975/2021
1136,2380496/2021
1137,2384289/2021
1138,2391684/2021
1139,2423152/2021
1140,2431341/2021
1141,2437609/2021
1142,2438664/2021
1143,2445270/2021
1144,2458100/2021
1145,2459025/2021
1146,2462000/2021
1147,2464312/2021
1148,2469977/2021
1149,2474849/2021
1150,2476140/2021
1151,2491816/2021
1152,2505698/2021
1153,2511051/2021
1154,2535937/2021
1155,2547412/2021
1156,2548940/2021
1157,2552521/2021
1158,2552670/2021
1159,2552726/2021
1160,2563043/2021
1161,2564481/2021
1162,2565593/2021
1163,2573286/2021
1164,2574347/2021
1165,2579217/2021
1166,2579985/2021
1167,2582080/2021
1168,2587643/2021
1169,2596782/2021
1170,2596790/2021
1171,2599404/2021
1172,2610599/2021
1173,2610807/2021
1174,2611544/2021
1175,2611650/2021
1176,2612141/2021
1177,2613016/2021
1178,2615779/2021
1179,2616856/2021
1180,2627483/2021
1181,2636962/2021
1182,2638027/2021
1183,2639015/2021
1184,2644078/2021
1185,2648022/2021
1186,2648901/2021
1187,2654952/2021
1188,2657676/2021
1189,2673949/2021
1190,2678495/2021
1191,2679785/2021
1192,2682476/2021
1193,2682700/2021
1194,2682867/2021
1195,2686811/2021
1196,2691700/2021
1197,2691726/2021
1198,2691955/2021
1199,2693770/2021
1200,2720688/2021
1201,2724101/2021
1202,2728565/2021
1203,2728620/2021
1204,2743858/2021
1205,2760809/2021
1206,2761384/2021
1207,2783469/2021
1208,2783515/2021
1209,2788908/2021
1210,2797621/2021
1211,2798644/2021
1212,2806159/2021
1213,2829850/2021
1214,2835540/2021
1215,2839065/2021
1216,2852460/2021
1217,2864400/2021
1218,2864809/2021
1219,2871740/2021
1220,2872968/2021
1221,2890125/2021
1222,2906277/2021
1223,2907184/2021
1224,2916655/2021
1225,2922930/2021
1226,2922957/2021
1227,2922990/2021
1228,2941293/2021
1229,2942400/2021
1230,2943814/2021
1231,2946414/2021
1232,2955944/2021
1233,2958978/2021
1234,2960433/2021
1235,2974370/2021
1236,2974957/2021
1237,2977190/2021
1238,2981902/2021
1239,2985614/2021
1240,2989539/2021
1241,2989784/2021
1242,2994087/2021
1243,3004552/2021
1244,3008930/2021
1245,3014299/2021
1246,3032874/2021
1247,3036560/2021
1248,3036896/2021
1249,3037213/2021
1250,3044813/2021
1251,3052492/2021
1252,3053677/2021
1253,3053812/2021
1254,3060070/2021
1255,3060142/2021
1256,3075883/2021
1257,3091544/2021
1258,3092753/2021
1259,3096597/2021
1260,3096651/2021
1261,3098204/2021
1262,3098751/2021
1263,3100420/2021
1264,3118663/2021
1265,3121052/2021
1266,3121885/2021
1267,3146101/2021
1268,3154252/2021
1269,3163928/2021
1270,3191123/2021
1271,3196532/2021
1272,3196834/2021
1273,3196877/2021
1274,3209782/2021
1275,3236909/2021
1276,3237450/2021
1277,3243328/2021
1278,3245789/2021
1279,3273529/2021
1280,3273600/2021
1281,3294453/2021
1282,3305340/2021
1283,3310645/2021
1284,3312109/2021
1285,3333416/2021
1286,3333793/2021
1287,3334870/2021
1288,3335109/2021
1289,3362572/2021
1290,3362980/2021
1291,3375259/2021
1292,3382077/2021
1293,3419116/2021
1294,3426775/2021
1295,3428336/2021
1296,3431159/2021
1297,3432678/2021
1298,3435847/2021
1299,3437378/2021
1300,3438617/2021
1301,3438994/2021
1302,3439265/2021
1303,3441006/2021
1304,3441278/2021
1305,3442592/2021
1306,3442797/2021
1307,3442878/2021
1308,3443688/2021
1309,3443696/2021
1310,3466114/2021
1311,3485550/2021
1312,3490392/2021
1313,3492468/2021
1314,3493855/2021
1315,3499144/2021
1316,3499799/2021
1317,3500363/2021
1318,3532680/2021
1319,3534918/2021
1320,3536279/2021
1321,3537186/2021
1322,3544956/2021
1323,3548404/2021
1324,3548617/2021
1325,3555125/2021
1326,3555133/2021
1327,3555150/2021
1328,3568235/2021
1329,3576157/2021
1330,3577498/2021
1331,3587400/2021
1332,3590869/2021
1333,3594058/2021
1334,3597901/2021
1335,3605289/2021
1336,3607419/2021
1337,3625425/2021
1338,3625867/2021
1339,3631131/2021
1340,3633223/2021
1341,3665257/2021
1342,3665303/2021
1343,3690340/2021
1344,3701253/2021
1345,3703191/2021
1346,3704589/2021
1347,3714576/2021
1348,3735751/2021
1349,3737258/2021
1350,3737991/2021
1351,3742693/2021
1352,3743320/2021
1353,3743657/2021
1354,3745447/2021
1355,3749256/2021
1356,3749760/2021
1357,3750165/2021
1358,3750475/2021
1359,3750785/2021
1360,3751153/2021
1361,3751420/2021
1362,3756520/2021
1363,3756945/2021
1364,3759839/2021
1365,3769060/2021
1366,3782881/2021
1367,3783527/2021
1368,3785007/2021
1369,3786380/2021
1370,3788510/2021
1371,3789126/2021
1372,3789924/2021
1373,3791155/2021
1374,3822603/2021
1375,3824100/2021
1376,3836809/2021
1377,3839492/2021
1378,3842833/2021
1379,3845280/2021
1380,3847134/2021
1381,3847630/2021
1382,3854793/2021
1383,3856400/2021
1384,3872350/2021
1385,3873364/2021
1386,3873658/2021
1387,3874140/2021
1388,3876088/2021
1389,3877009/2021
1390,3877882/2021
1391,3877912/2021
1392,3900574/2021
1393,3924562/2021
1394,3950393/2021
1395,3952140/2021
1396,3963282/2021
1397,3967237/2021
1398,3968136/2021
1399,3968292/2021
1400,3969302/2021
1401,3970270/2021
1402,3970858/2021
1403,3971170/2021
1404,3978395/2021
1405,3984859/2021
1406,4011935/2021
1407,4013040/2021
1408,4027785/2021
1409,4032410/2021
1410,4034382/2021
1411,4035362/2021
1412,4048065/2021
1413,4065610/2021
1414,4079238/2021
1415,4091068/2021
1416,4098348/2021
1417,4117482/2021
1418,4118187/2021
1419,4127780/2021
1420,4132694/2021
1421,4142150/2021
1422,4142177/2021
1423,4143530/2021
1424,4145206/2021
1425,4158855/2021
1426,4166157/2021
1427,4192034/2021
1428,4196080/2021
1429,4198431/2021
1430,4205250/2021
1431,4211683/2021
1432,4237453/2021
1433,4241043/2021
1434,4254706/2021
1435,4257004/2021
1436,4261273/2021
1437,4282912/2021
1438,4284923/2021
1439,4297812/2021
1440,4297855/2021
1441,4310576/2021
1442,4314547/2021
1443,4317503/2021
1444,4362410/2021
1445,4374396/2021
1446,4380345/2021
1447,4382925/2021
1448,4397655/2021
1449,4404708/2021
1450,4417753/2021
1451,4420711/2021
1452,4423788/2021
1453,4429255/2021
1454,4431837/2021
1455,4433945/2021
1456,4434461/2021
1457,4436561/2021
1458,4437614/2021
1459,4444211/2021
1460,4455701/2021
1461,4467815/2021
1462,4486968/2021
1463,4488057/2021
1464,4491201/2021
1465,4530738/2021
1466,4533109/2021
1467,4546359/2021
1468,4552456/2021
1469,4555285/2021
1470,4570128/2021
1471,4570160/2021
1472,4576177/2021
1473,4581626/2021
1474,4599835/2021
1475,4601082/2021
1476,4603220/2021
1477,4608680/2021
1478,4616063/2021
1479,4630856/2021
1480,4636153/2021
1481,4642722/2021
1482,4665870/2021
1483,4666290/2021
1484,4679278/2021
1485,4680543/2021
1486,4680934/2021
1487,4686983/2021
1488,4687890/2021
1489,4688382/2021
1490,4698795/2021
1491,4711279/2021
1492,4715657/2021
1493,4717382/2021
1494,4718672/2021
1495,4728139/2021
1496,4729666/2021
1497,4729763/2021
1498,4733256/2021
1499,4735127/2021
1500,4735330/2021
1501,4735593/2021
1502,4738479/2021
1503,4765298/2021
1504,4766898/2021
1505,4774300/2021
1506,4776346/2021
1507,4778934/2021
1508,4779400/2021
1509,4790497/2021
1510,4790578/2021
