,CaseID
671,06069980/2020
672,06071356/2020
673,06071941/2020
674,06074444/2020
675,06075254/2020
676,06076722/2020
677,06080061/2020
678,06080126/2020
679,06080177/2020
680,6105986/2020
681,6109990/2020
682,6111722/2020
683,6111781/2020
684,6111862/2020
685,6113270/2020
686,6114799/2020
687,6117755/2020
688,6118921/2020
689,6122317/2020
690,6125650/2020
691,6128439/2020
692,6128960/2020
693,6131049/2020
694,6143292/2020
695,6143926/2020
696,6143969/2020
697,6145201/2020
698,6151490/2020
699,6153409/2020
700,6160111/2020
701,6169593/2020
702,6173213/2020
703,6175585/2020
704,6178959/2020
705,6182255/2020
706,6191912/2020
707,6193508/2020
708,6196817/2020
709,6197198/2020
710,6200091/2020
711,6201853/2020
712,6203007/2020
713,6204623/2020
714,6213177/2020
715,6215374/2020
716,6217970/2020
717,6218756/2020
718,6220106/2020
719,6224888/2020
720,6225710/2020
721,6229090/2020
722,6229111/2020
723,6234042/2020
724,6234069/2020
725,6243700/2020
726,6244641/2020
727,6244650/2020
728,6245915/2020
729,6248035/2020
730,6248310/2020
731,6251389/2020
732,6258820/2020
733,6258987/2020
734,6262720/2020
735,6264421/2020
736,6265223/2020
737,6267161/2020
738,6282063/2020
739,6282640/2020
740,6289106/2020
741,6291836/2020
742,6293006/2020
743,6296854/2020
744,6299462/2020
745,6305390/2020
746,6306396/2020
747,6307775/2020
748,6307791/2020
749,6311497/2020
750,6319170/2020
751,6340870/2020
752,6342783/2020
753,6343097/2020
754,6346703/2020
755,6347157/2020
756,6347530/2020
757,6352401/2020
758,6358701/2020
759,6359678/2020
760,6365627/2020
761,6365996/2020
762,6368642/2020
763,6370450/2020
764,6374596/2020
765,6381835/2020
766,6381843/2020
767,6388090/2020
768,6394066/2020
769,6394465/2020
770,6396115/2020
771,6405912/2020
772,6408830/2020
773,6409977/2020
774,6410410/2020
775,6411610/2020
776,6411815/2020
777,6414547/2020
778,6422515/2020
779,6422817/2020
780,6427266/2020
781,6430178/2020
782,6431204/2020
783,6431220/2020
784,6432677/2020
785,6433215/2020
786,6434653/2020
787,6435269/2020
788,6436761/2020
789,6441889/2020
790,6443890/2020
791,6446066/2020
792,6447372/2020
793,6447429/2020
794,6450128/2020
795,6452139/2020
796,6452597/2020
797,6454140/2020
798,6454158/2020
799,6457807/2020
800,6461359/2020
801,6462630/2020
802,6475139/2020
803,6476631/2020
804,6477700/2020
805,6477999/2020
806,6480710/2020
807,6483565/2020
808,6486726/2020
809,6493234/2020
810,6493382/2020
811,6499488/2020
812,6500354/2020
813,6508487/2020
814,6515777/2020
815,6519780/2020
816,6525349/2020
817,6527392/2020
818,6528704/2020
819,6531705/2020
820,6532698/2020
821,6534356/2020
822,6535530/2020
823,6536219/2020
824,6540240/2020
825,6553717/2020
826,6563208/2020
827,6569958/2020
828,6570123/2020
829,6573670/2020
830,6578930/2020
831,6580099/2020
832,6581788/2020
833,6585465/2020
834,6587409/2020
835,6591155/2020
836,6592704/2020
837,6592771/2020
838,6592950/2020
839,6593174/2020
840,6601819/2020
841,6601860/2020
842,6608503/2020
843,6609216/2020
844,6610290/2020
845,6610567/2020
846,6612411/2020
847,6612888/2020
848,6615240/2020
849,6615399/2020
850,6620759/2020
851,6625351/2020
852,6628210/2020
853,6628300/2020
854,6629543/2020
855,6629640/2020
856,6632048/2020
857,6633281/2020
858,6633982/2020
859,6637600/2020
860,6656788/2020
861,6661013/2020
862,6661730/2020
863,6666295/2020
864,6666309/2020
865,6666317/2020
866,6667097/2020
867,6670900/2020
868,6671647/2020
869,6676312/2020
870,6678102/2020
871,6679435/2020
872,6682207/2020
873,6682282/2020
874,6682908/2020
875,6685850/2020
876,6692407/2020
877,6700434/2020
878,6702054/2020
879,6702780/2020
880,6703034/2020
881,6705460/2020
882,6705908/2020
883,6709814/2020
884,6710308/2020
885,6715695/2020
886,6718465/2020
887,6719950/2020
888,6721369/2020
889,6725267/2020
890,6729220/2020
891,6730228/2020
892,6734029/2020
893,6735270/2020
894,6739446/2020
895,6739640/2020
896,6740800/2020
897,6743370/2020
898,6743575/2020
899,6743770/2020
900,6744202/2020
901,6744270/2020
902,6744849/2020
903,6745659/2020
904,6745675/2020
905,6747422/2020
906,6751047/2020
907,6751241/2020
908,6752469/2020
909,6752485/2020
910,6753210/2020
911,6753805/2020
912,6754224/2020
913,6755492/2020
914,6760933/2020
915,6783682/2020
916,6787360/2020
917,6788218/2020
918,6790603/2020
919,6791200/2020
920,6805147/2020
921,6810728/2020
922,6811643/2020
923,6811716/2020
924,6817285/2020
925,6823765/2020
926,6824621/2020
927,6830575/2020
928,6830591/2020
929,6830664/2020
930,6831270/2020
931,6833426/2020
932,6834660/2020
933,6837006/2020
934,6838363/2020
935,6838568/2020
936,6839556/2020
937,6839580/2020
938,6839645/2020
939,6840333/2020
940,6842972/2020
941,6845289/2020
942,6846285/2020
943,6848822/2020
944,6851564/2020
945,6852978/2020
946,6853591/2020
947,6857783/2020
948,6857961/2020
949,6860059/2020
950,6872154/2020
951,6874661/2020
952,6878764/2020
953,6883822/2020
954,6886678/2020
955,6887240/2020
956,6890489/2020
957,6890560/2020
958,6893224/2020
959,6894468/2020
960,6897629/2020
961,6898331/2020
962,6901693/2020
963,6901782/2020
964,6907675/2020
965,6911150/2020
966,6915155/2020
967,6917760/2020
968,6918669/2020
969,6920680/2020
970,6922267/2020
971,6924243/2020
972,6927781/2020
973,6928656/2020
974,6933080/2020
975,6933170/2020
976,6939330/2020
977,6941156/2020
978,6942080/2020
979,6943108/2020
980,6945267/2020
981,6948738/2020
982,6949670/2020
983,6952174/2020
984,6959543/2020
985,6960258/2020
986,6966841/2020
987,6969417/2020
988,6975158/2020
989,6977231/2020
990,6979900/2020
991,6983789/2020
992,6985765/2020
993,6989256/2020
994,6989264/2020
995,6992079/2020
996,6992397/2020
997,6994462/2020
998,6994837/2020
999,6996040/2020
1000,6998832/2020
1001,7015212/2020
1002,7016600/2020
1003,7016618/2020
1004,7016715/2020
1005,7017584/2020
1006,7017614/2020
1007,7017649/2020
1008,7017711/2020
1009,7017746/2020
1010,7024408/2020
1011,7028535/2020
1012,7040438/2020
1013,7043801/2020
1014,7048110/2020
1015,7048331/2020
1016,7048404/2020
1017,7064051/2020
1018,7065686/2020
1019,7067050/2020
1020,7067530/2020
1021,7068200/2020
1022,7068545/2020
1023,7073786/2020
1024,7079830/2020
1025,7086586/2020
1026,7089445/2020
1027,7095208/2020
1028,7095500/2020
1029,7098908/2020
1030,7098991/2020
1031,7100155/2020
1032,7100465/2020
1033,7101330/2020
1034,7105971/2020
1035,7110851/2020
1036,7111360/2020
1037,7113419/2020
1038,7121969/2020
1039,7126731/2020
1040,7127711/2020
1041,7127959/2020
1042,7128343/2020
1043,7133266/2020
1044,7133282/2020
1045,7134386/2020
1046,7138497/2020
1047,7139272/2020
1048,7149618/2020
1049,7154166/2020
1050,7154174/2020
1051,7155090/2020
1052,7155120/2020
1053,7156592/2020
1054,7166512/2020
1055,7169368/2020
1056,7170072/2020
1057,7172504/2020
1058,7175210/2020
1059,7178162/2020
1060,7178391/2020
1061,7181651/2020
1062,7185479/2020
1063,7186319/2020
1064,7187552/2020
1065,7190910/2020
1066,7192300/2020
1067,7192807/2020
1068,7194508/2020
1069,7198112/2020
1070,7205143/2020
1071,7211550/2020
1072,7223060/2020
1073,7233058/2020
1074,7236812/2020
1075,7236880/2020
1076,7240607/2020
1077,7242618/2020
1078,7245650/2020
1079,7245897/2020
1080,7247725/2020
1081,7253784/2020
1082,7254187/2020
1083,7254454/2020
1084,7254616/2020
1085,7255787/2020
1086,7256139/2020
1087,7259120/2020
1088,7262333/2020
1089,7262481/2020
1090,7263470/2020
1091,7270336/2020
1092,7270506/2020
1093,7274269/2020
1094,7277314/2020
1095,7277713/2020
1096,7278566/2020
1097,7281621/2020
1098,7281788/2020
1099,7284108/2020
1100,7285082/2020
1101,7288634/2020
1102,7291040/2020
1103,7291163/2020
1104,7292364/2020
1105,7293689/2020
1106,7298818/2020
1107,7299580/2020
1108,7300146/2020
1109,7300553/2020
1110,7310931/2020
1111,7312047/2020
1112,7317308/2020
1113,7317812/2020
1114,7319238/2020
1115,7320570/2020
1116,7322115/2020
1117,7323065/2020
1118,7323162/2020
1119,7323669/2020
1120,7324142/2020
1121,7331106/2020
1122,7331955/2020
1123,7334091/2020
1124,7338232/2020
1125,7338275/2020
1126,7339875/2020
1127,7340997/2020
1128,7341500/2020
1129,7343899/2020
1130,7348360/2020
1131,7364896/2020
1132,7369260/2020
1133,7370268/2020
1134,7372147/2020
1135,7372449/2020
1136,7372481/2020
1137,7376037/2020
1138,7378854/2020
1139,7379192/2020
1140,7380204/2020
1141,7380786/2020
1142,7380832/2020
1143,7381081/2020
1144,7382568/2020
1145,7386059/2020
1146,7388280/2020
1147,7388817/2020
1148,7388981/2020
1149,7389562/2020
1150,7392458/2020
1151,7399886/2020
1152,7403476/2020
1153,7404103/2020
1154,7404626/2020
1155,7413188/2020
1156,7417086/2020
1157,7420567/2020
1158,7422047/2020
1159,7423485/2020
1160,7423795/2020
1161,7425496/2020
1162,7425909/2020
1163,7429378/2020
1164,7429955/2020
1165,7430341/2020
1166,7430511/2020
1167,7431330/2020
1168,7444890/2020
1169,7464491/2020
1170,7466338/2020
1171,7470319/2020
1172,7470998/2020
1173,7475590/2020
1174,7475841/2020
1175,7476589/2020
1176,7476988/2020
1177,7477860/2020
1178,7479235/2020
1179,7480489/2020
1180,7480632/2020
1181,7481728/2020
1182,7482970/2020
1183,7484476/2020
1184,7488153/2020
1185,7494447/2020
1186,7495699/2020
1187,7496229/2020
1188,7496326/2020
1189,7496431/2020
1190,7496547/2020
1191,7497136/2020
1192,7499724/2020
1193,7508707/2020
1194,7508936/2020
1195,7509711/2020
1196,7512291/2020
1197,7515053/2020
1198,7519482/2020
1199,7521452/2020
1200,7526446/2020
1201,7526500/2020
1202,7529470/2020
1203,7529810/2020
1204,7529933/2020
1205,7531296/2020
1206,7537561/2020
1207,7538797/2020
1208,7541097/2020
1209,7541941/2020
1210,7542000/2020
1211,7550940/2020
1212,7552374/2020
1213,7556817/2020
1214,7560512/2020
1215,7560601/2020
1216,7560911/2020
1217,7560997/2020
1218,7561357/2020
1219,7561586/2020
1220,7561748/2020
1221,7561918/2020
1222,7562507/2020
1223,7564160/2020
1224,7564348/2020
1225,7564470/2020
1226,7565921/2020
1227,7566960/2020
1228,7566995/2020
1229,7568785/2020
1230,7568823/2020
1231,7569056/2020
1232,7569749/2020
1233,7570313/2020
1234,7570429/2020
1235,7573240/2020
1236,7574270/2020
1237,7574971/2020
1238,7575480/2020
1239,7578276/2020
1240,7578934/2020
1241,7579205/2020
1242,7579477/2020
1243,7581161/2020
1244,7582389/2020
1245,7583423/2020
1246,7583563/2020
1247,7584390/2020
1248,7584829/2020
1249,7585302/2020
1250,7588336/2020
1251,7596509/2020
1252,7598285/2020
1253,7598358/2020
1254,7602177/2020
1255,7602991/2020
1256,7606091/2020
1257,7607004/2020
1258,7608035/2020
1259,7609783/2020
1260,7610048/2020
1261,7610650/2020
1262,7613888/2020
1263,7615945/2020
1264,7617409/2020
1265,7617506/2020
1266,7617913/2020
1267,7618065/2020
1268,7618146/2020
1269,7619185/2020
1270,7619975/2020
1271,7620230/2020
1272,7621538/2020
1273,7621570/2020
1274,7621589/2020
1275,7625207/2020
1276,7625681/2020
1277,7625738/2020
1278,7626106/2020
1279,7626220/2020
1280,7626467/2020
1281,7626998/2020
1282,7627013/2020
1283,7630405/2020
1284,7630880/2020
1285,7636535/2020
1286,7640842/2020
1287,7641237/2020
1288,7642110/2020
1289,7644082/2020
1290,7648045/2020
1291,7648096/2020
1292,7648460/2020
1293,7648916/2020
1294,7650910/2020
1295,7651380/2020
1296,7651526/2020
1297,7652000/2020
1298,7661092/2020
1299,7662765/2020
1300,7664113/2020
1301,7664989/2020
1302,7666442/2020
1303,7666558/2020
1304,7666825/2020
1305,7667465/2020
1306,7668542/2020
1307,7668577/2020
1308,7672116/2020
1309,7672124/2020
1310,7690394/2020
1311,7691218/2020
1312,7694470/2020
1313,7696171/2020
1314,7697097/2020
1315,7698379/2020
1316,7700152/2020
1317,7700470/2020
1318,7703194/2020
1319,7705766/2020
1320,7709907/2020
1321,7710840/2020
1322,7711359/2020
1323,7713840/2020
1324,7720188/2020
1325,7720579/2020
1326,7720773/2020
1327,7721125/2020
1328,7721931/2020
1329,7722318/2020
1330,7722490/2020
1331,7725481/2020
1332,7725538/2020
1333,7725805/2020
1334,7731597/2020
1335,7733603/2020
1336,7734170/2020
1337,7734669/2020
1338,7736297/2020
1339,7737560/2020
1340,7740235/2020
1341,7742823/2020
1342,7745768/2020
1343,7747140/2020
1344,7747841/2020
1345,7748406/2020
1346,7748945/2020
1347,7749801/2020
1348,7750460/2020
1349,7751490/2020
1350,7752896/2020
1351,7753035/2020
1352,7758630/2020
1353,7761518/2020
1354,7762166/2020
1355,7762727/2020
1356,7762964/2020
1357,7762980/2020
1358,7763812/2020
1359,7766471/2020
1360,7767842/2020
1361,7769861/2020
1362,7771440/2020
1363,7773990/2020
1364,7774008/2020
1365,7780547/2020
1366,7785000/2020
1367,7785174/2020
1368,7785603/2020
1369,7788882/2020
1370,7789609/2020
1371,7791913/2020
1372,7792308/2020
1373,7792758/2020
1374,7792936/2020
1375,7793860/2020
1376,7795781/2020
1377,7797385/2020
1378,7797792/2020
1379,7798136/2020
1380,7803989/2020
1381,7808212/2020
1382,7814301/2020
1383,7814476/2020
1384,7814778/2020
1385,7815251/2020
1386,7815863/2020
1387,7816991/2020
1388,7818250/2020
1389,7818749/2020
1390,7818773/2020
1391,7819141/2020
1392,7819150/2020
1393,7819486/2020
1394,7822657/2020
1395,7823378/2020
1396,7831281/2020
1397,7831893/2020
1398,7832989/2020
1399,7835880/2020
1400,7840809/2020
1401,7841180/2020
1402,7841732/2020
1403,7842461/2020
1404,7844960/2020
1405,7845169/2020
1406,7850758/2020
1407,7852688/2020
1408,7852980/2020
1409,7854737/2020
1410,7856179/2020
1411,7856187/2020
1412,7856250/2020
1413,7856292/2020
1414,7857000/2020
1415,7860796/2020
1416,7860893/2020
1417,7862128/2020
1418,7868320/2020
1419,7876862/2020
1420,7878865/2020
1421,7880541/2020
1422,7881726/2020
1423,7882870/2020
1424,7883885/2020
1425,7884857/2020
1426,7889115/2020
1427,7890849/2020
1428,7891012/2020
1429,7891071/2020
1430,7891250/2020
1431,7891942/2020
1432,7892132/2020
1433,7894020/2020
1434,7894860/2020
1435,7897215/2020
1436,7897479/2020
1437,7898599/2020
1438,7899374/2020
1439,7901239/2020
1440,7907156/2020
1441,7907946/2020
1442,7909515/2020
1443,7909892/2020
1444,7913270/2020
1445,7913822/2020
1446,7914144/2020
1447,7916929/2020
1448,7919642/2020
1449,7921191/2020
1450,7921230/2020
1451,7927491/2020
1452,7930158/2020
1453,7938485/2020
1454,7938639/2020
1455,7941710/2020
1456,7943985/2020
1457,7948731/2020
1458,7949860/2020
1459,7951287/2020
1460,7958052/2020
1461,7962637/2020
1462,7963650/2020
1463,7964370/2020
1464,7964907/2020
1465,7967299/2020
1466,7968147/2020
1467,7968279/2020
1468,7969240/2020
1469,7970133/2020
1470,7972250/2020
1471,7973647/2020
1472,7975500/2020
1473,7975810/2020
1474,7981623/2020
1475,7981747/2020
1476,7983332/2020
1477,7987435/2020
1478,7989772/2020
1479,7990827/2020
1480,7991262/2020
1481,7991360/2020
1482,7993729/2020
1483,8004451/2020
1484,8004648/2020
1485,8006152/2020
1486,8007540/2020
1487,8009887/2020
1488,8011792/2020
1489,8014937/2020
1490,8018320/2020
1491,8020317/2020
1492,8020880/2020
1493,8021550/2020
1494,8021933/2020
1495,8021968/2020
1496,8024533/2020
1497,8027150/2020
