0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,datetime,Duration,PassedTime,Step,TimeConclusion
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-15 17:11:07,0.0,-0.0,1,31.6388
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-01 08:16:26,16.6287,15.0003,2,15.0101
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-01 08:30:33,0.0098,15.0101,3,15.0003
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 08:30:55,15.0003,31.6388,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-18 09:30:02,0.0,0.0,1,44.0073
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-18 09:30:24,0.0003,44.0056,2,44.007
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-18 09:32:21,0.0014,44.007,3,44.0056
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-03 09:40:25,44.0056,44.0073,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-19 09:11:08,0.0,0.0,1,31.0064
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 09:14:12,2.0021,28.9669,2,29.0043
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 10:08:05,0.0374,29.0043,3,28.9669
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 09:20:25,28.9669,31.0064,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-19 17:01:04,0.0,-0.0,1,37.8959
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-11 14:30:44,22.8956,15.0002,2,15.0003
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-11 14:30:56,0.0001,15.0003,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 14:31:15,15.0002,37.8959,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 08:49:07,0.0,0.0,1,59.0802
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 10:43:41,29.0796,30.0005,2,30.0006
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 10:43:47,0.0001,30.0006,3,30.0005
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-21 10:44:31,30.0005,59.0802,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 08:52:31,0.0,0.0,1,42.0507
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-17 10:05:11,27.0505,15.0001,2,15.0002
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-17 10:05:17,0.0001,15.0002,3,15.0001
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-04 10:05:28,15.0001,42.0507,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 08:53:28,0.0001,-0.0,1,44.0051
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 08:53:40,0.0001,38.7875,2,44.005
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-26 14:06:53,5.2175,44.005,3,38.7875
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-06 09:00:57,38.7875,44.0051,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-21 08:57:25,0.0001,-0.0,1,40.306
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:17:46,25.3057,15.0002,2,15.0003
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:17:57,0.0001,15.0003,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-02 16:18:12,15.0002,40.306,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 08:17:33,0.0,0.0,1,51.0976
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 08:46:15,0.0199,47.8849,2,51.0777
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-25 13:23:52,3.1928,51.0777,3,47.8849
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-14 10:38:11,47.8849,51.0976,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 11:09:40,0.0,-0.0,1,48.0006
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 11:09:51,0.0001,48.0004,2,48.0005
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 11:09:59,0.0001,48.0005,3,48.0004
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 11:10:33,48.0004,48.0006,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 14:49:01,0.0,0.0,1,45.9619
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-22 14:49:10,30.9616,15.0002,2,15.0003
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-22 13:53:49,0.0001,15.0003,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-09 13:54:07,15.0002,45.9619,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-26 11:36:21,0.0,0.0,1,44.0031
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-26 11:36:30,0.0001,30.9907,2,44.003
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-26 16:06:29,0.1875,42.8832,3,43.8155
1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,2010-01-27 14:28:58,0.9323,43.8155,4,42.8832
1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,2010-02-08 11:54:13,11.8925,44.003,5,30.9907
1,2,3,2,3,5,0,0,0,0,0,0,0,0,0,2010-03-11 11:40:48,30.9907,44.0031,6,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-26 14:14:39,0.0,0.0,1,44.0835
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:14:20,14.0831,30.0003,2,30.0004
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:14:25,0.0001,30.0004,3,30.0003
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 16:14:54,30.0003,44.0835,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-29 10:14:43,0.0,0.0,1,33.0043
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-29 10:14:56,0.0002,33.004,2,33.0041
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-01-29 10:15:02,0.0001,33.0041,3,33.004
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-03 10:20:47,33.004,33.0043,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 09:49:41,13.2554,0.0,1,17.7453
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 15:57:33,0.0001,17.7451,2,17.7452
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 15:57:38,0.0001,17.7452,3,17.7451
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-05 09:50:31,17.7451,17.7453,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 09:52:38,0.0,0.0,1,31.9385
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-17 16:24:59,15.2725,15.0002,2,16.666
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 08:23:45,1.6658,16.666,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-06 08:24:05,15.0002,31.9385,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 09:57:11,0.0,-0.0,1,44.0025
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 09:57:23,0.0001,44.0023,2,44.0024
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 09:57:29,0.0001,44.0024,3,44.0023
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-18 10:00:48,44.0023,44.0025,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 10:17:37,0.0,0.0,1,46.002
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:21:37,13.2528,32.7486,2,32.7492
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:22:30,0.0006,32.7492,3,32.7486
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-20 10:20:28,32.7486,46.002,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 10:18:33,31.0905,0.0,1,15.0531
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-05 12:28:58,0.0001,15.0002,2,15.053
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-05 13:45:01,0.0528,15.053,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-20 13:45:16,15.0002,15.0531,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-02 13:49:13,0.0104,0.0,1,43.9904
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-03 14:27:07,1.0159,42.9744,2,42.9745
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-03 14:27:16,0.0001,42.9745,3,42.9744
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-18 13:50:26,42.9744,43.9904,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 08:20:45,0.0002,-0.0,1,58.0933
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 10:20:28,12.083,44.9586,2,46.0103
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 10:20:37,0.0001,45.0763,3,46.0102
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-02-17 08:45:28,0.9339,46.0102,4,45.0763
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-02-17 11:34:58,0.1177,46.0103,5,44.9586
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-04-03 10:35:20,44.9586,58.0933,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 08:22:39,0.0,-0.0,1,37.0477
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 08:22:54,0.0002,15.0001,2,37.0475
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 09:07:26,0.0309,15.0259,3,37.0166
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 08:53:59,21.9907,37.0166,4,15.0259
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-02-26 08:54:05,0.0258,37.0475,5,15.0001
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-03-13 09:31:19,15.0001,37.0477,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 09:40:52,0.0002,-0.0,1,33.1838
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 09:41:23,0.0002,15.0002,2,33.1836
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 09:41:33,0.0001,33.1835,3,33.1835
1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2010-02-22 14:05:31,18.1833,33.1836,4,15.0002
1,2,8,3,5,0,0,0,0,0,0,0,0,0,0,2010-03-09 14:05:44,15.0002,33.1838,5,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 10:36:44,0.0,0.0,1,55.1482
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 10:49:49,0.0091,14.9585,2,55.1391
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 10:49:57,0.0001,55.139,3,55.139
1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2010-03-16 15:09:50,40.1805,55.1391,4,14.9585
1,2,8,3,5,0,0,0,0,0,0,0,0,0,0,2010-03-31 14:10:02,14.9585,55.1482,5,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 10:37:45,0.0,-0.0,1,55.1467
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 11:01:28,0.0165,14.9585,2,55.1302
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-04 11:01:35,0.0001,55.1301,3,55.1301
1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2010-03-16 15:08:40,40.1716,55.1302,4,14.9585
1,2,8,3,5,0,0,0,0,0,0,0,0,0,0,2010-03-31 14:08:53,14.9585,55.1467,5,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-05 11:15:48,0.0,0.0,1,34.2458
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-12 11:14:18,6.999,15.0004,2,27.2468
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-24 17:09:08,12.2464,27.2468,3,15.0004
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-11 17:09:42,15.0004,34.2458,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-08 11:02:38,0.0,0.0,1,46.007
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 17:03:44,11.2508,34.7561,2,34.7562
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 17:03:53,0.0001,34.7562,3,34.7561
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-26 11:12:43,34.7561,46.007,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-08 15:06:58,0.0,-0.0,1,47.7105
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-08 15:12:00,0.0035,29.9587,2,47.707
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-08 15:12:28,0.0003,30.6344,3,47.7067
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-02-25 16:56:34,17.0723,47.7067,4,30.6344
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-02-26 09:09:32,0.6757,47.707,5,29.9587
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-03-28 08:10:03,29.9587,47.7105,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 08:31:47,0.0,-0.0,1,58.9646
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 08:35:12,0.0024,48.9644,2,58.9622
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 08:35:26,0.0009,48.9646,3,58.9613
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-02-19 08:31:40,9.9967,58.9613,4,48.9646
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-02-19 08:32:00,0.0002,58.9622,5,48.9644
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-04-09 07:40:43,48.9644,58.9646,6,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 08:47:01,0.0,-0.0,1,43.2713
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-09 15:17:24,28.2711,15.0002,2,15.0002
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-09 15:17:28,0.0,15.0002,3,15.0002
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-24 15:17:46,15.0002,43.2713,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 14:31:28,0.0,0.0,1,56.0352
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 14:31:46,0.0002,14.9584,2,56.035
1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 14:32:02,0.0002,14.9606,3,56.0348
1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,2010-03-22 16:18:31,41.0739,14.9607,4,14.9609
1,2,8,3,2,0,0,0,0,0,0,0,0,0,0,2010-03-22 16:18:50,0.0002,14.9609,5,14.9607
1,2,8,3,2,8,0,0,0,0,0,0,0,0,0,2010-03-22 16:18:56,0.0001,56.0348,6,14.9606
1,2,8,3,2,8,3,0,0,0,0,0,0,0,0,2010-03-22 16:22:09,0.0022,56.035,7,14.9584
1,2,8,3,2,8,3,5,0,0,0,0,0,0,0,2010-04-06 15:22:17,14.9584,56.0352,8,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:07:04,0.0,-0.0,1,47.9614
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:07:11,0.0001,47.9612,2,47.9613
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:07:18,0.0001,47.9613,3,47.9612
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-29 15:11:23,47.9612,47.9614,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:10:28,0.0,-0.0,1,52.6533
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19 08:41:33,37.6883,14.9584,2,14.965
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19 08:41:38,0.0066,14.965,3,14.9584
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-04-03 07:51:11,14.9584,52.6533,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-09 16:17:06,0.0,0.0,1,49.6589
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 16:40:34,14.0163,14.9585,2,35.6426
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-16 09:05:38,20.6841,35.6426,3,14.9585
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-31 08:05:52,14.9585,49.6589,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 08:42:57,0.0,0.0,1,48.9641
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 11:50:53,6.1305,14.9585,2,42.8336
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 11:50:57,0.0,14.9586,3,42.8336
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-03-16 08:51:00,27.875,42.8336,4,14.9586
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-03-16 08:51:06,0.0001,42.8336,5,14.9585
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-03-31 07:51:20,14.9585,48.9641,6,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 08:50:20,0.0,0.0,1,51.9565
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19 08:47:06,36.9978,14.9586,2,14.9587
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-19 08:47:13,0.0001,14.9587,3,14.9586
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-04-03 07:47:38,14.9586,51.9565,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 08:52:42,0.0,0.0,1,57.9346
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-22 09:06:59,12.0099,29.9586,2,45.9247
1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-22 09:43:38,0.0255,29.9587,3,45.8992
1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2010-03-10 08:17:55,15.9405,45.8992,4,29.9587
1,2,4,2,3,0,0,0,0,0,0,0,0,0,0,2010-03-10 08:18:00,0.0001,45.9247,5,29.9586
1,2,4,2,3,5,0,0,0,0,0,0,0,0,0,2010-04-09 07:18:19,29.9586,57.9346,6,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 08:58:35,0.0,0.0,1,31.0015
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 14:58:59,13.2503,17.7396,2,17.7512
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 15:15:40,0.0116,17.7512,3,17.7396
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-13 09:00:39,17.7396,31.0015,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 09:15:34,0.0,-0.0,1,46.1694
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:20:05,5.2948,29.9586,2,40.8746
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-26 14:19:07,10.916,40.8746,3,29.9586
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-28 13:19:31,29.9586,46.1694,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 09:16:26,0.0,0.0,1,49.9927
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:19:28,5.2938,14.9585,2,44.6989
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-17 10:05:36,29.7404,44.6989,3,14.9585
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-04-01 09:05:51,14.9585,49.9927,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 10:25:33,0.0,0.0,1,31.0034
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 10:33:38,0.0056,30.9977,2,30.9978
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 10:33:49,0.0001,30.9978,3,30.9977
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-13 10:30:26,30.9977,31.0034,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-10 12:15:48,13.9618,0.0,1,34.2127
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-24 11:25:31,0.0033,14.9586,2,34.2094
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-15 17:26:37,19.2508,34.2094,3,14.9586
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-30 16:26:59,14.9586,34.2127,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-11 08:48:50,0.0,-0.0,1,44.0012
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 16:56:28,12.3386,31.6625,2,31.6626
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-23 16:56:36,0.0001,31.6626,3,31.6625
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-27 08:50:35,31.6625,44.0012,4,-0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-15 16:21:35,0.0,0.0,1,31.0061
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-18 13:52:20,2.8964,28.1096,2,28.1097
1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-18 13:52:30,0.0001,28.1097,3,28.1096
1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2010-03-18 16:30:16,28.1096,31.0061,4,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 10:57:56,0.0,0.0,1,31.0017
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-02-16 10:58:09,0.0002,31.0014,2,31.0015
