,CaseID
256,173736
257,173736
258,173736
259,173736
260,173736
261,173736
262,173736
263,173736
264,173736
265,173736
266,173736
267,173736
268,173736
269,173736
270,173736
271,173736
272,173736
273,173736
274,173736
275,173736
276,173736
277,173736
278,173736
279,173736
280,173736
281,173736
282,173736
283,173736
284,173736
285,173736
286,173736
287,173739
288,173739
289,173739
290,173739
291,173739
292,173739
293,173739
294,173739
295,173739
296,173739
297,173739
298,173739
299,173739
300,173739
301,173739
302,173739
303,173739
304,173739
305,173739
306,173739
307,173739
308,173739
309,173739
310,173739
311,173739
312,173739
313,173739
314,173742
315,173742
316,173742
317,173742
318,173742
319,173742
320,173742
321,173742
322,173742
323,173745
324,173745
325,173745
326,173745
327,173745
328,173745
329,173745
330,173745
331,173745
332,173745
333,173745
334,173745
335,173745
336,173745
337,173745
338,173745
339,173745
340,173745
341,173748
342,173748
343,173748
344,173748
345,173748
346,173748
347,173748
348,173748
349,173748
350,173748
351,173748
352,173748
353,173748
354,173748
355,173748
356,173748
357,173748
358,173748
359,173748
360,173748
361,173748
362,173748
363,173748
364,173751
365,173751
366,173751
367,173751
368,173751
369,173751
370,173751
371,173751
372,173751
373,173751
374,173751
375,173751
376,173751
377,173751
378,173751
379,173751
380,173751
381,173751
382,173751
383,173751
384,173751
385,173754
386,173754
387,173754
388,173754
389,173754
390,173754
391,173754
392,173754
393,173754
394,173757
395,173757
396,173757
397,173760
398,173760
399,173760
400,173760
401,173760
402,173760
403,173760
404,173760
405,173760
406,173760
407,173760
408,173760
409,173760
410,173760
411,173760
412,173760
413,173760
414,173760
415,173760
416,173760
417,173760
418,173763
419,173763
420,173763
421,173763
422,173763
423,173766
424,173766
425,173766
426,173766
427,173766
428,173766
429,173769
430,173769
431,173769
432,173772
433,173772
434,173772
435,173775
436,173775
437,173775
438,173775
439,173775
440,173775
441,173778
442,173778
443,173778
444,173778
445,173778
446,173781
447,173781
448,173781
449,173781
450,173781
451,173781
452,173784
453,173784
454,173784
455,173784
456,173784
457,173784
458,173784
459,173784
460,173784
461,173784
462,173784
463,173784
464,173784
465,173784
466,173784
467,173784
468,173784
469,173784
470,173784
471,173784
472,173784
473,173784
474,173784
475,173784
476,173784
477,173784
478,173784
479,173784
480,173784
481,173784
482,173784
483,173784
484,173784
485,173784
486,173784
487,173784
488,173784
489,173784
490,173784
491,173787
492,173787
493,173787
494,173787
495,173787
496,173787
497,173787
498,173787
499,173787
500,173787
501,173787
502,173787
503,173787
504,173787
505,173787
506,173787
507,173787
508,173787
509,173787
510,173787
511,173790
512,173790
513,173790
514,173790
515,173790
516,173790
517,173790
518,173790
519,173790
520,173790
521,173790
522,173790
523,173790
524,173790
525,173790
526,173790
527,173790
528,173790
529,173790
530,173790
531,173790
532,173793
533,173793
534,173793
535,173793
536,173793
537,173793
538,173793
539,173793
540,173793
541,173793
542,173793
543,173793
544,173793
545,173793
546,173793
547,173793
548,173793
549,173793
550,173793
551,173793
552,173793
553,173793
554,173793
555,173793
556,173793
557,173793
558,173793
559,173796
560,173796
561,173796
562,173796
563,173796
564,173796
565,173796
566,173796
567,173796
568,173796
569,173796
570,173796
571,173796
572,173796
573,173796
574,173799
575,173799
576,173799
577,173799
578,173799
579,173799
580,173802
581,173802
582,173802
583,173802
584,173802
585,173805
586,173805
587,173805
588,173805
589,173805
590,173805
591,173805
592,173805
593,173805
594,173805
595,173805
596,173805
597,173805
598,173805
599,173808
600,173808
601,173808
602,173811
603,173811
604,173811
605,173811
606,173811
607,173811
608,173811
609,173811
610,173811
611,173811
612,173811
613,173811
614,173811
615,173811
616,173811
617,173811
618,173811
619,173814
620,173814
621,173814
622,173814
623,173814
624,173814
625,173814
626,173814
627,173814
628,173817
629,173817
630,173817
631,173817
632,173817
633,173817
634,173817
635,173817
636,173817
637,173817
638,173817
639,173817
640,173817
641,173817
642,173817
643,173817
644,173817
645,173817
646,173817
647,173817
648,173817
649,173817
650,173817
651,173817
652,173820
653,173820
654,173820
655,173823
656,173823
657,173823
658,173823
659,173823
660,173823
661,173823
662,173823
663,173823
664,173823
665,173823
666,173823
667,173823
668,173823
669,173823
670,173823
671,173823
672,173823
673,173823
674,173826
675,173826
676,173826
677,173826
678,173826
679,173826
680,173826
681,173826
682,173826
683,173829
684,173829
685,173829
686,173829
687,173829
688,173829
689,173829
690,173829
691,173829
692,173832
693,173832
694,173832
695,173835
696,173835
697,173835
698,173835
699,173835
700,173835
701,173835
702,173835
703,173835
704,173835
705,173835
706,173835
707,173835
708,173835
709,173835
710,173838
711,173838
712,173838
713,173841
714,173841
715,173841
716,173841
717,173841
718,173841
719,173844
720,173844
721,173844
722,173844
723,173844
724,173844
725,173844
726,173844
727,173844
728,173844
729,173844
730,173844
731,173844
732,173844
733,173844
734,173844
735,173844
736,173844
737,173844
738,173844
739,173844
740,173847
741,173847
742,173847
743,173847
744,173847
745,173847
746,173847
747,173847
748,173847
749,173847
750,173847
751,173847
752,173847
753,173847
754,173847
755,173847
756,173847
757,173847
758,173847
759,173850
760,173850
761,173850
762,173853
763,173853
764,173853
765,173856
766,173856
767,173856
768,173856
769,173856
770,173859
771,173859
772,173859
773,173859
774,173859
775,173859
776,173859
777,173859
778,173859
779,173859
780,173859
781,173859
782,173859
783,173859
784,173859
785,173859
786,173859
787,173859
788,173862
789,173862
790,173862
791,173862
792,173862
793,173865
794,173865
795,173865
796,173868
797,173868
798,173868
799,173868
800,173868
801,173868
802,173868
803,173868
804,173868
805,173868
806,173868
807,173868
808,173868
809,173868
810,173868
811,173868
812,173868
813,173868
814,173868
815,173871
816,173871
817,173871
818,173871
819,173871
820,173871
821,173871
822,173871
823,173871
824,173871
825,173871
826,173871
827,173871
828,173871
829,173871
830,173871
831,173871
832,173871
833,173871
834,173874
835,173874
836,173874
837,173877
838,173877
839,173877
840,173880
841,173880
842,173880
843,173880
844,173880
845,173880
846,173880
847,173880
848,173880
849,173880
850,173880
851,173880
852,173880
853,173880
854,173880
855,173880
856,173880
857,173880
858,173880
859,173880
860,173880
861,173880
862,173880
863,173880
864,173880
865,173880
866,173880
867,173880
868,173880
869,173880
870,173880
871,173880
872,173880
873,173880
874,173880
875,173880
876,173883
877,173883
878,173883
879,173886
880,173886
881,173886
882,173889
883,173889
884,173889
885,173889
886,173889
887,173892
888,173892
889,173892
890,173895
891,173895
892,173895
893,173898
894,173898
895,173898
896,173898
897,173898
898,173898
899,173898
900,173898
901,173898
902,173898
903,173898
904,173898
905,173898
906,173898
907,173898
908,173898
909,173898
910,173898
911,173901
912,173901
913,173901
914,173901
915,173901
916,173904
917,173904
918,173904
919,173904
920,173904
921,173907
922,173907
923,173907
924,173910
925,173910
926,173910
927,173913
928,173913
929,173913
930,173913
931,173913
932,173913
933,173913
934,173913
935,173913
936,173913
937,173913
938,173913
939,173913
940,173913
941,173913
942,173913
943,173913
944,173913
945,173913
946,173913
947,173913
948,173916
949,173916
950,173916
951,173916
952,173916
953,173919
954,173919
955,173919
956,173919
957,173919
958,173919
959,173919
960,173919
961,173919
962,173922
963,173922
964,173922
965,173925
966,173925
967,173925
968,173925
969,173925
970,173925
971,173925
972,173925
973,173925
974,173928
975,173928
976,173928
977,173928
978,173928
979,173928
980,173928
981,173928
982,173928
983,173928
984,173928
985,173928
986,173928
987,173928
988,173928
989,173928
990,173928
991,173928
992,173928
993,173928
994,173928
995,173928
996,173928
997,173928
998,173928
999,173928
1000,173928
1001,173928
1002,173928
1003,173928
1004,173928
1005,173928
1006,173928
1007,173928
1008,173928
1009,173928
1010,173928
1011,173928
1012,173931
1013,173931
1014,173931
1015,173934
1016,173934
1017,173934
1018,173934
1019,173934
1020,173937
1021,173937
1022,173937
1023,173937
1024,173937
1025,173940
1026,173940
1027,173940
1028,173940
1029,173940
1030,173940
1031,173940
1032,173940
1033,173940
1034,173940
1035,173940
1036,173940
1037,173940
1038,173940
1039,173940
1040,173940
1041,173940
1042,173940
1043,173940
1044,173940
1045,173940
1046,173940
1047,173940
1048,173940
1049,173940
1050,173940
1051,173940
1052,173940
1053,173940
1054,173940
1055,173940
1056,173940
1057,173940
1058,173943
1059,173943
1060,173943
1061,173943
1062,173943
1063,173943
1064,173943
1065,173943
1066,173943
1067,173943
1068,173943
1069,173943
1070,173943
1071,173943
1072,173943
1073,173943
1074,173943
1075,173946
1076,173946
1077,173946
1078,173946
1079,173946
1080,173946
1081,173946
1082,173946
1083,173946
1084,173946
1085,173946
1086,173946
1087,173946
1088,173946
1089,173949
1090,173949
1091,173949
1092,173949
1093,173949
1094,173949
1095,173949
1096,173949
1097,173949
1098,173949
1099,173949
1100,173949
1101,173949
1102,173949
1103,173949
1104,173949
1105,173949
1106,173949
1107,173949
1108,173949
1109,173949
1110,173949
1111,173949
1112,173949
1113,173949
1114,173949
1115,173949
1116,173952
1117,173952
1118,173952
1119,173955
1120,173955
1121,173955
1122,173955
1123,173955
1124,173955
1125,173955
1126,173955
1127,173955
1128,173955
1129,173955
1130,173955
1131,173955
1132,173955
1133,173955
1134,173955
1135,173955
1136,173955
1137,173955
1138,173955
1139,173955
1140,173955
1141,173955
1142,173955
1143,173958
1144,173958
1145,173958
1146,173958
1147,173958
1148,173961
1149,173961
1150,173961
1151,173961
1152,173961
1153,173964
1154,173964
1155,173964
1156,173964
1157,173964
1158,173964
1159,173964
1160,173964
1161,173964
1162,173979
1163,173979
1164,173979
1165,173979
1166,173979
1167,173979
1168,173979
1169,173979
1170,173979
1171,173979
1172,173979
1173,173979
1174,173979
1175,173979
1176,173979
1177,173979
1178,173979
1179,173979
1180,173979
1181,173979
1182,173979
1183,173982
1184,173982
1185,173982
1186,173982
1187,173982
1188,173982
1189,173982
1190,173982
1191,173982
1192,173982
1193,173982
1194,173982
1195,173982
1196,173982
1197,173982
1198,173985
1199,173985
1200,173985
1201,173985
1202,173985
1203,173985
1204,173985
1205,173985
1206,173985
1207,173985
1208,173985
1209,173985
1210,173985
1211,173985
1212,173985
1213,173985
1214,173985
1215,173985
1216,173985
1217,173985
1218,173985
1219,173985
1220,173988
1221,173988
1222,173988
1223,173988
1224,173988
1225,173988
1226,173988
1227,173988
1228,173988
1229,173988
1230,173988
1231,173988
1232,173988
1233,173988
1234,173988
1235,173988
1236,173988
1237,173988
1238,173991
1239,173991
1240,173991
1241,173994
1242,173994
1243,173994
1244,173997
1245,173997
1246,173997
1247,173997
1248,173997
1249,173997
1250,173997
1251,173997
1252,173997
1253,173997
1254,173997
1255,173997
1256,173997
1257,173997
1258,173997
1259,174000
1260,174000
1261,174000
1262,174000
1263,174000
1264,174000
1265,174000
1266,174000
1267,174000
1268,174000
1269,174000
1270,174000
1271,174000
1272,174000
1273,174000
1274,174000
1275,174000
1276,174003
1277,174003
1278,174003
1279,174006
1280,174006
1281,174006
1282,174006
1283,174006
1284,174009
1285,174009
1286,174009
1287,174009
1288,174009
1289,174009
1290,174009
1291,174009
1292,174009
1293,174009
1294,174009
1295,174009
1296,174009
1297,174009
1298,174009
1299,174009
1300,174009
1301,174009
1302,174009
1303,174012
1304,174012
1305,174012
1306,174012
1307,174012
1308,174012
1309,174012
1310,174012
1311,174012
1312,174012
1313,174012
1314,174012
1315,174012
1316,174012
1317,174012
1318,174012
1319,174012
1320,174012
1321,174012
1322,174012
1323,174015
1324,174015
1325,174015
1326,174015
1327,174015
1328,174018
1329,174018
1330,174018
1331,174018
1332,174018
1333,174018
1334,174018
1335,174018
1336,174018
1337,174018
1338,174018
1339,174018
1340,174018
1341,174018
1342,174018
1343,174021
1344,174021
1345,174021
1346,174021
1347,174021
1348,174024
1349,174024
1350,174024
1351,174024
1352,174024
1353,174024
1354,174024
1355,174024
1356,174024
1357,174027
1358,174027
1359,174027
1360,174027
1361,174027
1362,174030
1363,174030
1364,174030
1365,174030
1366,174030
1367,174030
1368,174030
1369,174030
1370,174030
1371,174030
1372,174030
1373,174030
1374,174030
1375,174030
1376,174030
1377,174033
1378,174033
1379,174033
1380,174036
1381,174036
1382,174036
1383,174036
1384,174036
1385,174036
1386,174036
1387,174036
1388,174036
1389,174036
1390,174036
1391,174036
1392,174036
1393,174036
1394,174036
1395,174036
1396,174036
1397,174036
1398,174036
1399,174036
1400,174036
1401,174036
1402,174036
1403,174036
1404,174036
1405,174036
1406,174036
1407,174036
1408,174036
1409,174039
1410,174039
1411,174039
1412,174039
1413,174039
1414,174039
1415,174039
1416,174039
1417,174039
1418,174039
1419,174039
1420,174039
1421,174039
1422,174039
1423,174039
1424,174039
1425,174039
1426,174039
1427,174039
1428,174039
1429,174039
1430,174042
1431,174042
1432,174042
1433,174042
1434,174042
1435,174042
1436,174042
1437,174042
1438,174042
1439,174042
1440,174042
1441,174042
1442,174042
1443,174042
1444,174042
1445,174042
1446,174042
1447,174042
1448,174042
1449,174042
1450,174042
1451,174042
1452,174042
1453,174042
1454,174042
1455,174042
1456,174042
1457,174045
1458,174045
1459,174045
1460,174045
1461,174045
1462,174045
1463,174045
1464,174045
1465,174045
1466,174045
1467,174045
1468,174045
1469,174045
1470,174045
1471,174045
1472,174045
1473,174045
1474,174045
1475,174045
1476,174045
1477,174045
1478,174045
1479,174045
1480,174045
1481,174045
1482,174045
1483,174045
1484,174048
1485,174048
1486,174048
1487,174048
1488,174048
1489,174048
1490,174051
1491,174051
1492,174051
1493,174051
1494,174051
1495,174054
1496,174054
1497,174054
1498,174057
1499,174057
1500,174057
1501,174060
1502,174060
1503,174060
1504,174060
1505,174060
1506,174060
1507,174060
1508,174060
1509,174060
1510,174060
1511,174060
1512,174060
1513,174060
1514,174060
1515,174060
1516,174060
1517,174060
1518,174060
1519,174060
1520,174060
1521,174060
1522,174060
1523,174060
1524,174060
1525,174060
1526,174060
1527,174060
1528,174060
1529,174060
1530,174060
1531,174060
1532,174060
1533,174060
1534,174060
1535,174060
1536,174060
1537,174060
1538,174060
1539,174060
1540,174060
1541,174060
1542,174060
1543,174060
1544,174060
1545,174060
1546,174060
1547,174060
1548,174060
1549,174060
1550,174060
1551,174060
1552,174060
1553,174063
1554,174063
1555,174063
1556,174066
1557,174066
1558,174066
1559,174069
1560,174069
1561,174069
1562,174069
1563,174069
1564,174069
1565,174069
1566,174069
1567,174069
1568,174069
1569,174069
1570,174069
1571,174069
1572,174069
1573,174069
1574,174069
1575,174069
1576,174069
1577,174069
1578,174069
1579,174069
1580,174069
1581,174069
1582,174069
1583,174069
1584,174069
1585,174069
1586,174069
1587,174069
1588,174069
1589,174069
1590,174069
1591,174069
1592,174072
1593,174072
1594,174072
1595,174072
1596,174072
1597,174075
1598,174075
1599,174075
1600,174075
1601,174075
1602,174078
1603,174078
1604,174078
1605,174078
1606,174078
1607,174078
1608,174078
1609,174078
1610,174078
1611,174078
1612,174078
1613,174078
1614,174078
1615,174078
1616,174078
1617,174078
1618,174078
1619,174078
1620,174078
1621,174078
1622,174078
1623,174081
1624,174081
1625,174081
1626,174084
1627,174084
1628,174084
1629,174084
1630,174084
1631,174084
1632,174084
1633,174084
1634,174084
1635,174084
1636,174084
1637,174084
1638,174084
1639,174084
1640,174084
1641,174084
1642,174084
1643,174084
1644,174084
1645,174084
1646,174084
1647,174084
1648,174084
1649,174084
1650,174087
1651,174087
1652,174087
1653,174087
1654,174087
1655,174087
1656,174087
1657,174087
1658,174087
1659,174087
1660,174087
1661,174087
1662,174087
1663,174087
1664,174087
1665,174087
1666,174087
1667,174087
1668,174087
1669,174087
1670,174087
1671,174090
1672,174090
1673,174090
1674,174090
1675,174090
1676,174093
1677,174093
1678,174093
1679,174093
1680,174093
1681,174093
1682,174093
1683,174093
1684,174093
1685,174093
1686,174093
1687,174093
1688,174093
1689,174093
1690,174096
1691,174096
1692,174096
1693,174096
1694,174096
1695,174096
1696,174096
1697,174096
1698,174096
1699,174096
1700,174096
1701,174096
1702,174096
1703,174096
1704,174096
1705,174096
1706,174096
1707,174096
1708,174096
1709,174096
1710,174096
1711,174096
1712,174096
1713,174096
1714,174096
1715,174096
1716,174096
1717,174096
1718,174096
1719,174096
1720,174096
1721,174096
1722,174096
1723,174096
1724,174096
1725,174096
1726,174096
1727,174096
1728,174099
1729,174099
1730,174099
1731,174099
1732,174099
1733,174099
1734,174099
1735,174099
1736,174099
1737,174099
1738,174099
1739,174099
1740,174099
1741,174099
1742,174099
1743,174099
1744,174099
1745,174099
1746,174099
1747,174099
1748,174099
1749,174099
1750,174099
1751,174099
1752,174099
1753,174099
1754,174102
1755,174102
1756,174102
1757,174102
1758,174102
1759,174102
1760,174102
1761,174102
1762,174105
1763,174105
1764,174105
1765,174105
1766,174105
1767,174105
1768,174105
1769,174105
1770,174105
1771,174105
1772,174105
1773,174105
1774,174105
1775,174105
1776,174105
1777,174105
1778,174105
1779,174105
1780,174105
1781,174105
1782,174105
1783,174108
1784,174108
1785,174108
1786,174111
1787,174111
1788,174111
1789,174111
1790,174111
1791,174111
1792,174111
1793,174111
1794,174111
1795,174114
1796,174114
1797,174114
1798,174114
1799,174114
1800,174117
1801,174117
1802,174117
1803,174117
1804,174117
1805,174120
1806,174120
1807,174120
1808,174120
1809,174120
1810,174120
1811,174120
1812,174120
1813,174120
1814,174123
1815,174123
1816,174123
1817,174123
1818,174123
1819,174126
1820,174126
1821,174126
1822,174126
1823,174126
1824,174129
1825,174129
1826,174129
1827,174129
1828,174129
1829,174132
1830,174132
1831,174132
1832,174132
1833,174132
1834,174132
1835,174132
1836,174132
1837,174132
1838,174132
1839,174132
1840,174132
1841,174132
1842,174132
1843,174132
1844,174132
1845,174132
1846,174132
1847,174132
1848,174132
1849,174132
1850,174132
1851,174132
1852,174132
1853,174132
1854,174132
1855,174132
1856,174132
1857,174132
1858,174132
1859,174132
1860,174132
1861,174132
1862,174132
1863,174132
1864,174132
1865,174132
1866,174132
1867,174132
1868,174132
1869,174132
1870,174132
1871,174132
1872,174132
1873,174132
1874,174132
1875,174132
1876,174132
1877,174132
1878,174132
1879,174132
1880,174132
1881,174132
1882,174132
1883,174132
1884,174135
1885,174135
1886,174135
1887,174135
1888,174135
1889,174138
1890,174138
1891,174138
1892,174138
1893,174138
1894,174138
1895,174138
1896,174138
1897,174138
1898,174141
1899,174141
1900,174141
1901,174141
1902,174141
1903,174141
1904,174141
1905,174141
1906,174141
1907,174141
1908,174141
1909,174141
1910,174141
1911,174141
1912,174141
1913,174141
1914,174141
1915,174141
1916,174141
1917,174141
1918,174141
1919,174141
1920,174141
1921,174141
1922,174141
1923,174141
1924,174144
1925,174144
1926,174144
1927,174144
1928,174144
1929,174144
1930,174144
1931,174144
1932,174144
1933,174144
1934,174144
1935,174144
1936,174144
1937,174144
1938,174144
1939,174144
1940,174144
1941,174144
1942,174144
1943,174144
1944,174144
1945,174147
1946,174147
1947,174147
1948,174147
1949,174147
1950,174147
1951,174147
1952,174150
1953,174150
1954,174150
1955,174150
1956,174150
1957,174150
1958,174150
1959,174150
1960,174153
1961,174153
1962,174153
1963,174153
1964,174153
1965,174153
1966,174153
1967,174153
1968,174153
1969,174153
1970,174153
1971,174153
1972,174153
1973,174153
1974,174153
1975,174153
1976,174153
1977,174153
1978,174153
1979,174156
1980,174156
1981,174156
1982,174159
1983,174159
1984,174159
1985,174159
1986,174159
1987,174159
1988,174159
1989,174159
1990,174159
1991,174159
1992,174159
1993,174159
1994,174159
1995,174159
1996,174159
1997,174159
1998,174159
1999,174159
2000,174159
2001,174162
2002,174162
2003,174162
2004,174162
2005,174162
2006,174165
2007,174165
2008,174165
2009,174168
2010,174168
2011,174168
2012,174168
2013,174168
2014,174168
2015,174168
2016,174168
2017,174168
2018,174168
2019,174168
2020,174168
2021,174168
2022,174168
2023,174168
2024,174168
2025,174168
2026,174168
2027,174168
2028,174168
2029,174168
2030,174168
2031,174168
2032,174168
2033,174168
2034,174168
2035,174168
2036,174168
2037,174168
2038,174168
2039,174168
2040,174171
2041,174171
2042,174171
2043,174174
2044,174174
2045,174174
2046,174177
2047,174177
2048,174177
2049,174177
2050,174177
2051,174180
2052,174180
2053,174180
2054,174180
2055,174180
2056,174180
2057,174180
2058,174180
2059,174180
2060,174180
2061,174180
2062,174180
2063,174180
2064,174180
2065,174180
2066,174180
2067,174180
2068,174180
2069,174180
2070,174180
2071,174183
2072,174183
2073,174183
2074,174186
2075,174186
2076,174186
2077,174186
2078,174186
2079,174186
2080,174186
2081,174186
2082,174186
2083,174189
2084,174189
2085,174189
2086,174192
2087,174192
2088,174192
2089,174195
2090,174195
2091,174195
2092,174195
2093,174195
2094,174195
2095,174195
2096,174195
2097,174195
2098,174198
2099,174198
2100,174198
2101,174198
2102,174198
2103,174198
2104,174198
2105,174198
2106,174198
2107,174201
2108,174201
2109,174201
2110,174201
2111,174201
2112,174201
2113,174201
2114,174201
2115,174201
2116,174204
2117,174204
2118,174204
2119,174204
2120,174204
2121,174207
2122,174207
2123,174207
2124,174207
2125,174207
2126,174207
2127,174207
2128,174207
2129,174207
2130,174210
2131,174210
2132,174210
2133,174213
2134,174213
2135,174213
2136,174213
2137,174213
2138,174213
2139,174213
2140,174213
2141,174213
2142,174216
2143,174216
2144,174216
2145,174216
2146,174216
2147,174216
2148,174216
2149,174216
2150,174216
2151,174216
2152,174216
2153,174216
2154,174216
2155,174216
2156,174216
2157,174216
2158,174216
2159,174216
2160,174216
2161,174216
2162,174216
2163,174216
2164,174216
2165,174216
2166,174216
2167,174216
2168,174216
2169,174216
2170,174216
2171,174216
2172,174216
2173,174216
2174,174219
2175,174219
2176,174219
2177,174219
2178,174219
2179,174219
2180,174219
2181,174219
2182,174219
2183,174222
2184,174222
2185,174222
2186,174225
2187,174225
2188,174225
2189,174228
2190,174228
2191,174228
2192,174228
2193,174228
2194,174231
2195,174231
2196,174231
2197,174231
2198,174231
2199,174231
2200,174231
2201,174231
2202,174231
2203,174231
2204,174231
2205,174231
2206,174231
2207,174231
2208,174231
2209,174234
2210,174234
2211,174234
2212,174234
2213,174234
2214,174237
2215,174237
2216,174237
2217,174237
2218,174237
2219,174237
2220,174237
2221,174237
2222,174237
2223,174237
2224,174237
2225,174237
2226,174237
2227,174237
2228,174237
2229,174237
2230,174237
2231,174237
2232,174237
2233,174237
2234,174237
2235,174237
2236,174237
2237,174237
2238,174237
2239,174240
2240,174240
2241,174240
2242,174240
2243,174240
2244,174240
2245,174240
2246,174240
2247,174240
2248,174243
2249,174243
2250,174243
2251,174243
2252,174243
2253,174243
2254,174243
2255,174243
2256,174243
2257,174246
2258,174246
2259,174246
2260,174246
2261,174246
2262,174249
2263,174249
2264,174249
2265,174249
2266,174249
2267,174249
2268,174252
2269,174252
2270,174252
2271,174252
2272,174252
2273,174252
2274,174252
2275,174252
2276,174252
2277,174252
2278,174252
2279,174252
2280,174252
2281,174252
2282,174252
2283,174252
2284,174252
2285,174252
2286,174252
2287,174252
2288,174252
2289,174252
2290,174252
2291,174252
2292,174252
2293,174252
2294,174252
2295,174255
2296,174255
2297,174255
2298,174255
2299,174255
2300,174255
2301,174255
2302,174255
2303,174255
2304,174255
2305,174255
2306,174255
2307,174255
2308,174255
2309,174255
2310,174255
2311,174255
2312,174255
2313,174255
2314,174255
2315,174255
2316,174258
2317,174258
2318,174258
2319,174258
2320,174258
2321,174258
2322,174258
2323,174258
2324,174258
2325,174261
2326,174261
2327,174261
2328,174261
2329,174261
2330,174261
2331,174261
2332,174261
2333,174261
2334,174261
2335,174261
2336,174261
2337,174261
2338,174261
2339,174261
2340,174261
2341,174261
2342,174261
2343,174261
2344,174261
2345,174261
2346,174261
2347,174261
2348,174261
2349,174261
2350,174261
2351,174261
2352,174261
2353,174264
2354,174264
2355,174264
2356,174264
2357,174264
2358,174264
2359,174264
2360,174264
2361,174264
2362,174264
2363,174264
2364,174264
2365,174264
2366,174264
2367,174264
2368,174264
2369,174264
2370,174264
2371,174264
2372,174264
2373,174264
2374,174264
2375,174264
2376,174264
2377,174264
2378,174264
2379,174264
2380,174264
2381,174264
2382,174264
2383,174264
2384,174264
2385,174264
2386,174264
2387,174264
2388,174267
2389,174267
2390,174267
2391,174270
2392,174270
2393,174270
2394,174270
2395,174270
2396,174270
2397,174270
2398,174270
2399,174270
2400,174270
2401,174270
2402,174270
2403,174270
2404,174270
2405,174270
2406,174273
2407,174273
2408,174273
2409,174273
2410,174273
2411,174276
2412,174276
2413,174276
2414,174279
2415,174279
2416,174279
2417,174279
2418,174279
2419,174279
2420,174279
2421,174279
2422,174279
2423,174279
2424,174279
2425,174279
2426,174279
2427,174279
2428,174279
2429,174282
2430,174282
2431,174282
2432,174282
2433,174282
2434,174285
2435,174285
2436,174285
2437,174285
2438,174285
2439,174285
2440,174285
2441,174285
2442,174285
2443,174285
2444,174285
2445,174285
2446,174285
2447,174285
2448,174285
2449,174285
2450,174285
2451,174285
2452,174285
2453,174285
2454,174285
2455,174285
2456,174285
2457,174285
2458,174285
2459,174285
2460,174285
2461,174288
2462,174288
2463,174288
2464,174288
2465,174288
2466,174288
2467,174288
2468,174291
2469,174291
2470,174291
2471,174291
2472,174291
2473,174291
2474,174291
2475,174291
2476,174291
2477,174291
2478,174291
2479,174291
2480,174291
2481,174291
2482,174291
2483,174291
2484,174291
2485,174291
2486,174294
2487,174294
2488,174294
2489,174294
2490,174294
2491,174294
2492,174294
2493,174294
2494,174294
2495,174294
2496,174294
2497,174294
