CaseID,Activity,Duration,Timestamp,Duration Float,Time to conclusion,Passed Time,Step,Prefix
1-270427461,accepted,1160 days 23:16:10,2008-11-13 10:01:04+00:00,1160.9696,0.0015,0.0,1,accepted
1-270427461,completed,0 days 00:02:07,2012-01-18 09:19:21+00:00,0.0015,0.0,0.0015,2,"accepted,completed"
1-310231291,accepted,1007 days 03:22:44,2009-06-25 07:47:52+00:00,1007.1408,0.0011,-0.0,1,accepted
1-310231291,completed,0 days 00:01:32,2012-03-28 11:12:08+00:00,0.0011,-0.0,0.0011,2,"accepted,completed"
1-316086072,accepted,0 days 00:00:00,2009-08-11 06:44:51+00:00,0.0,922.592,0.0,1,accepted
1-316086072,queued,0 days 00:10:21,2009-08-11 06:55:12+00:00,0.0072,922.5848,4.4139,2,"accepted,queued"
1-316086072,accepted,0 days 03:06:13,2009-08-11 10:01:25+00:00,0.1293,922.4555,74.3864,3,"accepted,queued,accepted"
1-316086072,queued,280 days 00:34:28,2010-05-18 10:35:53+00:00,280.0239,642.4316,141.0118,4,"accepted,queued,accepted,queued"
1-316086072,accepted,501 days 10:04:35,2010-06-16 10:00:32+00:00,501.4198,141.0118,642.4316,5,"accepted,queued,accepted,queued,accepted"
1-316086072,queued,66 days 15:00:32,2011-12-07 11:41:00+00:00,66.6254,74.3864,922.4555,6,"accepted,queued,accepted,queued,accepted,queued"
1-316086072,accepted,69 days 23:20:20,2012-02-15 11:01:20+00:00,69.9725,4.4139,922.5848,7,"accepted,queued,accepted,queued,accepted,queued,accepted"
1-316086072,completed,4 days 09:56:01,2012-02-19 20:57:21+00:00,4.4139,0.0,922.592,8,"accepted,queued,accepted,queued,accepted,queued,accepted,completed"
1-320604521,accepted,0 days 00:00:00,2009-09-07 12:33:24+00:00,0.0,965.9086,0.0,1,accepted
1-320604521,unmatched,6 days 21:04:26,2009-09-14 09:37:50+00:00,6.8781,959.0305,959.0305,2,"accepted,unmatched"
1-320604521,completed,959 days 00:43:53,2012-04-30 10:21:43+00:00,959.0305,0.0,965.9086,3,"accepted,unmatched,completed"
1-322204195,queued,0 days 00:00:00,2009-09-16 20:42:12+00:00,0.0,980.5148,-0.0,1,queued
1-322204195,accepted,11 days 12:44:18,2009-09-28 09:26:19+00:00,11.5308,968.984,0.0425,2,"queued,accepted"
1-322204195,queued,192 days 00:45:21,2010-04-08 10:09:22+00:00,192.0315,776.9525,776.9525,3,"queued,accepted,queued"
1-322204195,accepted,776 days 21:50:28,2010-04-12 08:05:58+00:00,776.91,0.0425,968.984,4,"queued,accepted,queued,accepted"
1-322204195,completed,0 days 01:01:12,2012-05-24 09:03:31+00:00,0.0425,-0.0,980.5148,5,"queued,accepted,queued,accepted,completed"
1-322581861,accepted,0 days 00:00:00,2009-09-18 10:50:02+00:00,0.0,907.0025,0.0,1,accepted
1-322581861,unmatched,60 days 02:17:36,2009-11-17 13:07:38+00:00,60.0956,846.9069,846.9069,2,"accepted,unmatched"
1-322581861,completed,846 days 21:45:57,2012-03-13 10:53:35+00:00,846.9069,0.0,907.0025,3,"accepted,unmatched,completed"
1-322980802,accepted,0 days 00:00:00,2009-09-21 12:13:43+00:00,0.0,869.0059,0.0,1,accepted
1-322980802,completed,869 days 00:08:28,2012-02-07 12:22:11+00:00,869.0059,0.0,869.0059,2,"accepted,completed"
1-323264491,accepted,0 days 00:03:12,2009-09-22 12:22:05+00:00,0.0022,974.8559,0.0,1,accepted
1-323264491,completed,974 days 20:32:32,2012-05-24 08:57:49+00:00,974.8559,0.0,974.8559,2,"accepted,completed"
1-323462732,accepted,938 days 22:08:47,2009-09-23 09:52:27+00:00,938.9228,0.0003,0.0,1,accepted
1-323462732,completed,0 days 00:00:24,2012-04-19 08:01:38+00:00,0.0003,0.0,0.0003,2,"accepted,completed"
1-327329880,accepted,839 days 16:34:00,2009-10-14 16:12:54+00:00,839.6903,0.0,0.0,1,accepted
1-327329880,completed,0 days 00:00:03,2012-02-01 08:46:57+00:00,0.0,0.0,0.0,2,"accepted,completed"
1-329451027,accepted,0 days 00:00:00,2009-10-26 13:47:10+00:00,0.0,885.7963,0.0,1,accepted
1-329451027,unmatched,0 days 19:10:16,2009-10-27 08:57:26+00:00,0.7988,884.9975,0.0,2,"accepted,unmatched"
1-329451027,queued,126 days 03:46:56,2010-03-02 12:44:22+00:00,126.1576,758.8399,758.8399,3,"accepted,unmatched,queued"
1-329451027,accepted,758 days 20:09:28,2010-03-02 12:46:10+00:00,758.8399,0.0,884.9975,4,"accepted,unmatched,queued,accepted"
1-329451027,completed,0 days 00:00:03,2012-03-30 08:53:53+00:00,0.0,0.0,885.7963,5,"accepted,unmatched,queued,accepted,completed"
1-329647261,accepted,0 days 00:00:09,2009-10-27 08:42:40+00:00,0.0001,813.9673,0.0,1,accepted
1-329647261,queued,126 days 04:00:54,2010-03-02 12:43:43+00:00,126.1673,687.8,56.875,2,"accepted,queued"
1-329647261,accepted,630 days 22:11:56,2010-03-02 12:44:26+00:00,630.925,56.875,687.8,3,"accepted,queued,accepted"
1-329647261,completed,56 days 21:00:02,2012-01-19 07:55:41+00:00,56.875,0.0,813.9673,4,"accepted,queued,accepted,completed"
1-330634474,accepted,0 days 00:08:09,2009-10-30 12:49:04+00:00,0.0057,881.8314,-0.0,1,accepted
1-330634474,queued,122 days 23:46:37,2010-03-02 12:43:50+00:00,122.9907,758.8407,758.8395,2,"accepted,queued"
1-330634474,accepted,0 days 00:01:47,2010-03-02 12:45:25+00:00,0.0012,758.8395,758.8407,3,"accepted,queued,accepted"
1-330634474,completed,758 days 20:08:53,2012-03-30 08:54:30+00:00,758.8395,-0.0,881.8314,4,"accepted,queued,accepted,completed"
1-331478885,accepted,880 days 01:11:31,2009-11-04 07:07:28+00:00,880.0497,0.0004,0.0,1,accepted
1-331478885,completed,0 days 00:00:31,2012-04-02 08:19:30+00:00,0.0004,0.0,0.0004,2,"accepted,completed"
1-332389008,queued,0 days 00:00:00,2009-11-09 15:38:14+00:00,0.0,885.8357,0.0,1,queued
1-332389008,accepted,785 days 23:15:12,2009-11-24 08:41:50+00:00,785.9689,99.8668,99.8668,2,"queued,accepted"
1-332389008,completed,99 days 20:48:10,2012-04-13 11:41:36+00:00,99.8668,0.0,885.8357,3,"queued,accepted,completed"
1-333164156,accepted,308 days 19:52:25,2009-11-12 12:41:27+00:00,308.8281,560.0496,0.0,1,accepted
1-333164156,queued,56 days 09:48:27,2010-11-12 18:22:19+00:00,56.4086,503.641,155.7763,2,"accepted,queued"
1-333164156,accepted,187 days 19:22:57,2010-11-23 14:10:22+00:00,187.8076,315.8334,217.8477,3,"accepted,queued,accepted"
1-333164156,queued,0 days 00:03:48,2011-05-19 13:49:04+00:00,0.0026,315.8308,217.8482,4,"accepted,queued,accepted,queued"
1-333164156,accepted,97 days 23:34:57,2011-08-25 13:24:01+00:00,97.9826,217.8482,315.8308,5,"accepted,queued,accepted,queued,accepted"
1-333164156,queued,0 days 00:00:42,2011-08-25 13:24:43+00:00,0.0005,217.8477,315.8334,6,"accepted,queued,accepted,queued,accepted,queued"
1-333164156,accepted,62 days 01:42:47,2011-08-25 13:25:33+00:00,62.0714,155.7763,503.641,7,"accepted,queued,accepted,queued,accepted,queued,accepted"
1-333164156,completed,155 days 18:37:50,2012-03-30 09:45:20+00:00,155.7763,0.0,560.0496,8,"accepted,queued,accepted,queued,accepted,queued,accepted,completed"
1-335260940,accepted,0 days 00:00:00,2009-11-24 08:44:43+00:00,0.0,785.1958,0.0,1,accepted
1-335260940,queued,6 days 01:00:18,2009-11-30 09:45:01+00:00,6.0419,779.1539,675.032,2,"accepted,queued"
1-335260940,accepted,104 days 02:55:25,2010-03-14 12:40:26+00:00,104.1218,675.0321,675.0321,3,"accepted,queued,accepted"
1-335260940,unmatched,0 days 00:00:10,2010-03-14 12:40:36+00:00,0.0001,675.032,779.1539,4,"accepted,queued,accepted,unmatched"
1-335260940,completed,675 days 00:46:05,2012-01-18 13:26:41+00:00,675.032,0.0,785.1958,5,"accepted,queued,accepted,unmatched,completed"
1-337229341,unmatched,0 days 00:00:00,2009-12-04 11:10:14+00:00,0.0,862.175,-0.0,1,unmatched
1-337229341,accepted,862 days 04:11:46,2010-11-29 10:52:49+00:00,862.1748,0.0002,0.0002,2,"unmatched,accepted"
1-337229341,completed,0 days 00:00:21,2012-04-14 15:22:21+00:00,0.0002,-0.0,862.175,3,"unmatched,accepted,completed"
1-338946805,accepted,756 days 19:03:26,2009-12-14 13:29:17+00:00,756.7941,0.0009,0.0,1,accepted
1-338946805,completed,0 days 00:01:14,2012-01-10 08:33:57+00:00,0.0009,0.0,0.0009,2,"accepted,completed"
1-339798202,accepted,819 days 23:22:01,2009-12-16 11:59:24+00:00,819.9736,0.0003,0.0,1,accepted
1-339798202,completed,0 days 00:00:22,2012-03-15 11:21:47+00:00,0.0003,0.0,0.0003,2,"accepted,completed"
1-339889001,accepted,818 days 16:17:25,2009-12-16 19:47:26+00:00,818.6788,0.0018,0.0,1,accepted
1-339889001,completed,0 days 00:02:38,2012-03-14 12:07:29+00:00,0.0018,0.0,0.0018,2,"accepted,completed"
1-340984229,accepted,0 days 00:00:00,2009-12-22 08:09:31+00:00,0.0,771.1448,0.0,1,accepted
1-340984229,unmatched,0 days 00:15:51,2009-12-22 08:25:22+00:00,0.011,771.1338,771.1338,2,"accepted,unmatched"
1-340984229,completed,771 days 03:12:44,2012-02-01 11:38:06+00:00,771.1338,0.0,771.1448,3,"accepted,unmatched,completed"
1-341002175,accepted,771 days 01:43:47,2009-12-22 09:56:03+00:00,771.0721,0.0004,0.0,1,accepted
1-341002175,completed,0 days 00:00:35,2012-02-01 11:40:25+00:00,0.0004,0.0,0.0004,2,"accepted,completed"
1-342442140,accepted,0 days 00:00:00,2010-01-05 15:42:20+00:00,0.0,804.9803,0.0,1,accepted
1-342442140,completed,804 days 23:31:40,2012-03-20 15:14:00+00:00,804.9803,0.0,804.9803,2,"accepted,completed"
1-345132462,accepted,747 days 23:49:23,2010-01-14 09:34:54+00:00,747.9926,0.0005,-0.0,1,accepted
1-345132462,completed,0 days 00:00:42,2012-02-01 09:24:59+00:00,0.0005,-0.0,0.0005,2,"accepted,completed"
1-345255471,accepted,0 days 00:00:00,2010-01-14 14:02:21+00:00,0.0,754.7168,-0.0,1,accepted
1-345255471,queued,616 days 23:03:44,2010-01-15 14:10:22+00:00,616.9609,137.7559,0.0022,2,"accepted,queued"
1-345255471,accepted,137 days 18:05:16,2012-02-08 07:11:21+00:00,137.7537,0.0022,137.7559,3,"accepted,queued,accepted"
1-345255471,completed,0 days 00:03:08,2012-02-08 07:14:29+00:00,0.0022,-0.0,754.7168,4,"accepted,queued,accepted,completed"
1-347461373,accepted,810 days 22:55:51,2010-01-21 15:42:26+00:00,810.9555,0.0005,-0.0,1,accepted
1-347461373,completed,0 days 00:00:45,2012-04-11 14:39:02+00:00,0.0005,-0.0,0.0005,2,"accepted,completed"
1-347924629,accepted,795 days 04:24:42,2010-01-25 06:44:36+00:00,795.1838,0.0104,0.0,1,accepted
1-347924629,completed,0 days 00:15:00,2012-03-30 11:24:18+00:00,0.0104,0.0,0.0104,2,"accepted,completed"
1-347923966,accepted,793 days 04:20:38,2010-01-25 08:19:08+00:00,793.181,0.0,0.0,1,accepted
1-347923966,completed,0 days 00:00:03,2012-03-28 12:39:49+00:00,0.0,0.0,0.0,2,"accepted,completed"
1-349857482,accepted,0 days 00:00:00,2010-01-27 12:58:09+00:00,0.0,762.932,0.0,1,accepted
1-349857482,completed,762 days 22:22:04,2012-02-29 11:20:13+00:00,762.932,0.0,762.932,2,"accepted,completed"
1-351187625,accepted,798 days 23:49:13,2010-02-02 14:50:20+00:00,798.9925,0.0004,0.0,1,accepted
1-351187625,completed,0 days 00:00:36,2012-04-11 14:40:09+00:00,0.0004,0.0,0.0004,2,"accepted,completed"
1-351314317,accepted,0 days 00:00:00,2010-02-03 08:34:32+00:00,0.0,699.1518,-0.0,1,accepted
1-351314317,queued,0 days 00:10:46,2010-02-03 08:45:18+00:00,0.0075,699.1443,13.6165,2,"accepted,queued"
1-351314317,accepted,685 days 12:40:01,2010-02-03 09:40:51+00:00,685.5278,13.6165,699.1443,3,"accepted,queued,accepted"
1-351314317,completed,13 days 14:47:43,2012-01-03 12:13:02+00:00,13.6165,-0.0,699.1518,4,"accepted,queued,accepted,completed"
1-351869391,accepted,748 days 04:34:38,2010-02-05 09:00:12+00:00,748.1907,0.0015,-0.0,1,accepted
1-351869391,completed,0 days 00:02:10,2012-02-23 13:37:00+00:00,0.0015,-0.0,0.0015,2,"accepted,completed"
1-353818791,queued,0 days 00:00:00,2010-02-12 13:00:54+00:00,0.0,782.0283,0.0,1,queued
1-353818791,accepted,0 days 00:00:14,2010-02-12 13:01:08+00:00,0.0002,782.0281,522.9379,2,"queued,accepted"
1-353818791,queued,258 days 04:14:31,2010-10-28 17:15:39+00:00,258.1767,523.8514,523.8514,3,"queued,accepted,queued"
1-353818791,accepted,0 days 21:55:24,2010-10-29 15:11:03+00:00,0.9135,522.9379,782.0281,4,"queued,accepted,queued,accepted"
1-353818791,completed,522 days 22:30:38,2012-04-04 13:41:41+00:00,522.9379,0.0,782.0283,5,"queued,accepted,queued,accepted,completed"
1-354039443,accepted,681 days 07:23:56,2010-02-15 06:41:51+00:00,681.3083,32.8917,0.0,1,accepted
1-354039443,completed,32 days 21:24:04,2012-01-30 11:29:51+00:00,32.8917,0.0,32.8917,2,"accepted,completed"
1-354090772,accepted,15 days 04:26:17,2010-02-15 08:33:11+00:00,15.1849,687.7895,0.0,1,accepted
1-354090772,queued,0 days 00:01:36,2010-03-02 13:01:04+00:00,0.0011,687.7884,56.8754,2,"accepted,queued"
1-354090772,accepted,630 days 21:54:45,2010-03-02 13:07:11+00:00,630.913,56.8754,687.7884,3,"accepted,queued,accepted"
1-354090772,completed,56 days 21:00:31,2012-01-19 07:56:20+00:00,56.8754,0.0,687.7895,4,"accepted,queued,accepted,completed"
1-354350908,accepted,702 days 21:36:22,2010-02-16 10:03:41+00:00,702.9003,0.0002,-0.0,1,accepted
1-354350908,completed,0 days 00:00:17,2012-01-20 07:40:20+00:00,0.0002,-0.0,0.0002,2,"accepted,completed"
1-354376900,accepted,714 days 23:11:26,2010-02-16 10:04:37+00:00,714.9663,0.0006,-0.0,1,accepted
1-354376900,completed,0 days 00:00:50,2012-02-01 09:16:53+00:00,0.0006,-0.0,0.0006,2,"accepted,completed"
1-356055231,accepted,0 days 00:02:20,2010-02-23 12:10:59+00:00,0.0016,694.8233,-0.0,1,accepted
1-356055231,queued,7 days 00:30:42,2010-03-02 12:44:01+00:00,7.0213,687.802,52.0264,2,"accepted,queued"
1-356055231,accepted,635 days 18:36:56,2010-03-02 12:46:47+00:00,635.7756,52.0264,687.802,3,"accepted,queued,accepted"
1-356055231,completed,52 days 00:38:04,2012-01-19 07:59:01+00:00,52.0264,-0.0,694.8233,4,"accepted,queued,accepted,completed"
1-356879617,accepted,0 days 00:00:00,2010-02-26 12:39:44+00:00,0.0,691.8488,-0.0,1,accepted
1-356879617,queued,0 days 00:06:14,2010-02-26 12:45:58+00:00,0.0043,691.8445,0.0002,2,"accepted,queued"
1-356879617,accepted,691 days 20:15:48,2010-02-26 17:04:51+00:00,691.8443,0.0002,691.8445,3,"accepted,queued,accepted"
1-356879617,completed,0 days 00:00:21,2012-01-19 09:02:07+00:00,0.0002,-0.0,691.8488,4,"accepted,queued,accepted,completed"
1-357087417,accepted,0 days 00:00:00,2010-03-01 05:54:12+00:00,0.0,700.2334,0.0,1,accepted
1-357087417,queued,0 days 00:10:21,2010-03-01 06:04:33+00:00,0.0072,700.2262,32.8535,2,"accepted,queued"
1-357087417,accepted,667 days 08:56:44,2010-03-01 10:53:51+00:00,667.3727,32.8535,700.2262,3,"accepted,queued,accepted"
1-357087417,completed,32 days 20:29:04,2012-01-30 11:30:21+00:00,32.8535,0.0,700.2334,4,"accepted,queued,accepted,completed"
1-357610411,accepted,200 days 20:39:59,2010-03-02 10:41:18+00:00,200.8611,500.3483,0.0,1,accepted
1-357610411,completed,500 days 08:21:31,2012-02-01 15:42:48+00:00,500.3483,0.0,500.3483,2,"accepted,completed"
1-358038911,accepted,0 days 00:00:00,2010-03-03 18:25:03+00:00,0.0,684.5242,0.0,1,accepted
1-358038911,unmatched,7 days 20:18:59,2010-03-11 14:44:02+00:00,7.8465,676.6777,0.0003,2,"accepted,unmatched"
1-358038911,accepted,676 days 16:15:29,2010-08-16 09:54:31+00:00,676.6774,0.0003,676.6777,3,"accepted,unmatched,accepted"
1-358038911,completed,0 days 00:00:28,2012-01-17 06:59:59+00:00,0.0003,0.0,684.5242,4,"accepted,unmatched,accepted,completed"
1-358776870,accepted,0 days 00:01:36,2010-03-08 08:17:56+00:00,0.0011,753.0274,0.0,1,accepted
1-358776870,completed,753 days 00:39:31,2012-03-30 08:59:03+00:00,753.0274,0.0,753.0274,2,"accepted,completed"
1-359215498,accepted,628 days 20:52:17,2010-03-09 10:28:51+00:00,628.8696,123.0696,0.0,1,accepted
1-359215498,completed,123 days 01:40:15,2012-03-30 09:01:23+00:00,123.0696,0.0,123.0696,2,"accepted,completed"
1-359781492,accepted,0 days 00:00:00,2010-03-11 09:02:02+00:00,0.0,735.184,0.0,1,accepted
1-359781492,completed,735 days 04:25:01,2012-03-15 13:27:03+00:00,735.184,0.0,735.184,2,"accepted,completed"
1-359841262,accepted,0 days 00:03:36,2010-03-11 13:06:34+00:00,0.0025,679.7603,-0.0,1,accepted
1-359841262,queued,0 days 00:02:09,2010-03-11 13:12:19+00:00,0.0015,679.7588,0.0002,2,"accepted,queued"
1-359841262,accepted,0 days 00:00:16,2010-03-11 13:12:35+00:00,0.0002,679.7586,679.7585,3,"accepted,queued,accepted"
1-359841262,queued,0 days 00:00:11,2010-03-11 13:12:46+00:00,0.0001,679.7585,679.7586,4,"accepted,queued,accepted,queued"
1-359841262,accepted,679 days 18:11:59,2010-03-11 13:13:02+00:00,679.7583,0.0002,679.7588,5,"accepted,queued,accepted,queued,accepted"
1-359841262,completed,0 days 00:00:14,2012-01-20 07:24:59+00:00,0.0002,-0.0,679.7603,6,"accepted,queued,accepted,queued,accepted,completed"
1-360072755,accepted,0 days 00:00:00,2010-03-12 14:55:50+00:00,0.0,726.7702,-0.0,1,accepted
1-360072755,queued,165 days 18:09:06,2010-08-25 09:04:56+00:00,165.7563,561.0139,0.0014,2,"accepted,queued"
1-360072755,accepted,561 days 00:17:56,2011-09-03 05:49:00+00:00,561.0125,0.0014,561.0139,3,"accepted,queued,accepted"
1-360072755,completed,0 days 00:01:59,2012-03-08 09:24:51+00:00,0.0014,-0.0,726.7702,4,"accepted,queued,accepted,completed"
1-360464815,accepted,450 days 19:56:59,2010-03-15 13:40:16+00:00,450.8312,257.1809,0.0,1,accepted
1-360464815,completed,257 days 04:20:33,2012-02-21 13:57:48+00:00,257.1809,0.0,257.1809,2,"accepted,completed"
1-360667704,accepted,90 days 23:58:25,2010-03-16 07:44:27+00:00,90.9989,654.1073,0.0,1,accepted
1-360667704,completed,654 days 02:34:35,2012-03-30 10:17:27+00:00,654.1073,0.0,654.1073,2,"accepted,completed"
1-361368011,accepted,732 days 02:29:25,2010-03-18 10:44:05+00:00,732.1038,0.0017,0.0,1,accepted
1-361368011,completed,0 days 00:02:28,2012-03-19 13:15:58+00:00,0.0017,0.0,0.0017,2,"accepted,completed"
1-363041157,accepted,0 days 00:00:00,2010-03-26 07:24:05+00:00,0.0,725.3282,0.0,1,accepted
1-363041157,completed,725 days 07:52:34,2012-03-20 15:16:39+00:00,725.3282,0.0,725.3282,2,"accepted,completed"
1-363206822,accepted,0 days 00:02:14,2010-03-26 13:03:21+00:00,0.0016,682.5237,0.0,1,accepted
1-363206822,queued,0 days 00:00:13,2010-03-26 13:05:48+00:00,0.0002,682.5235,0.0004,2,"accepted,queued"
1-363206822,accepted,682 days 12:33:20,2011-09-05 07:28:50+00:00,682.5231,0.0004,682.5235,3,"accepted,queued,accepted"
1-363206822,completed,0 days 00:00:32,2012-02-07 01:39:40+00:00,0.0004,0.0,682.5237,4,"accepted,queued,accepted,completed"
1-363549934,accepted,0 days 00:00:00,2010-03-29 09:38:31+00:00,0.0,660.9807,0.0,1,accepted
1-363549934,queued,0 days 00:03:01,2010-03-29 09:41:32+00:00,0.0021,660.9786,0.0007,2,"accepted,queued"
1-363549934,accepted,660 days 23:28:12,2010-03-29 11:30:54+00:00,660.9779,0.0007,660.9786,3,"accepted,queued,accepted"
1-363549934,completed,0 days 00:00:57,2012-01-19 09:10:41+00:00,0.0007,0.0,660.9807,4,"accepted,queued,accepted,completed"
1-364018090,accepted,0 days 17:27:27,2010-03-30 16:13:33+00:00,0.7274,755.276,0.0,1,accepted
1-364018090,queued,0 days 00:02:06,2010-03-31 09:43:06+00:00,0.0015,755.2745,565.0645,2,"accepted,queued"
1-364018090,accepted,190 days 05:02:23,2010-03-31 09:43:07+00:00,190.21,565.0645,755.2745,3,"accepted,queued,accepted"
1-364018090,completed,565 days 01:32:55,2012-04-24 16:18:24+00:00,565.0645,0.0,755.276,4,"accepted,queued,accepted,completed"
1-364458525,accepted,729 days 03:58:25,2010-04-01 07:13:49+00:00,729.1656,0.0041,-0.0,1,accepted
1-364458525,completed,0 days 00:05:57,2012-03-30 11:18:11+00:00,0.0041,-0.0,0.0041,2,"accepted,completed"
1-364528467,accepted,0 days 00:01:29,2010-04-01 12:48:30+00:00,0.001,657.8503,-0.0,1,accepted
1-364528467,queued,0 days 00:00:41,2010-04-01 12:50:40+00:00,0.0005,657.8498,0.0001,2,"accepted,queued"
1-364528467,accepted,657 days 20:23:31,2010-04-01 17:20:02+00:00,657.8497,0.0001,657.8498,3,"accepted,queued,accepted"
1-364528467,completed,0 days 00:00:07,2012-01-19 09:14:18+00:00,0.0001,-0.0,657.8503,4,"accepted,queued,accepted,completed"
1-365052802,accepted,0 days 00:56:07,2010-04-06 07:16:15+00:00,0.039,666.1344,0.0,1,accepted
1-365052802,queued,21 days 23:54:38,2010-04-28 08:07:00+00:00,21.9963,644.1381,644.1151,2,"accepted,queued"
1-365052802,accepted,0 days 00:28:20,2010-04-28 08:35:20+00:00,0.0197,644.1184,644.1184,3,"accepted,queued,accepted"
1-365052802,unmatched,0 days 00:04:47,2010-04-28 08:40:07+00:00,0.0033,644.1151,644.1381,4,"accepted,queued,accepted,unmatched"
1-365052802,completed,644 days 02:45:46,2012-02-01 11:25:53+00:00,644.1151,0.0,666.1344,5,"accepted,queued,accepted,unmatched,completed"
1-365189372,accepted,0 days 00:00:00,2010-04-06 13:35:51+00:00,0.0,686.017,0.0,1,accepted
1-365189372,unmatched,0 days 16:54:37,2010-04-07 06:30:28+00:00,0.7046,685.3124,0.0013,2,"accepted,unmatched"
1-365189372,accepted,685 days 07:28:00,2012-02-21 13:58:28+00:00,685.3111,0.0013,685.3124,3,"accepted,unmatched,accepted"
1-365189372,completed,0 days 00:01:53,2012-02-21 14:00:21+00:00,0.0013,0.0,686.017,4,"accepted,unmatched,accepted,completed"
1-365702595,accepted,0 days 00:00:00,2010-04-08 10:07:36+00:00,0.0,636.2372,-0.0,1,accepted
1-365702595,queued,0 days 00:01:29,2010-04-08 10:09:05+00:00,0.001,636.2362,5.284,2,"accepted,queued"
1-365702595,accepted,630 days 22:51:11,2010-04-08 17:33:49+00:00,630.9522,5.284,636.2362,3,"accepted,queued,accepted"
1-365702595,completed,5 days 06:48:56,2012-01-04 15:49:12+00:00,5.284,-0.0,636.2372,4,"accepted,queued,accepted,completed"
1-366462246,accepted,729 days 21:25:46,2010-04-12 17:14:40+00:00,729.8929,0.0003,0.0,1,accepted
1-366462246,completed,0 days 00:00:26,2012-04-11 14:40:52+00:00,0.0003,0.0,0.0003,2,"accepted,completed"
1-366509892,accepted,0 days 00:00:00,2010-04-12 19:37:25+00:00,0.0,657.6705,0.0,1,accepted
1-366509892,queued,0 days 00:10:31,2010-04-12 19:47:56+00:00,0.0073,657.6632,0.0004,2,"accepted,queued"
1-366509892,accepted,657 days 15:54:23,2010-04-13 12:56:39+00:00,657.6628,0.0004,657.6632,3,"accepted,queued,accepted"
1-366509892,completed,0 days 00:00:31,2012-01-30 11:42:50+00:00,0.0004,0.0,657.6705,4,"accepted,queued,accepted,completed"
1-366584206,accepted,0 days 00:00:00,2010-04-13 07:38:30+00:00,0.0,636.1162,0.0,1,accepted
1-366584206,queued,0 days 00:06:00,2010-04-13 07:44:30+00:00,0.0042,636.112,0.0,2,"accepted,queued"
